variables_sharding_config_fsdp_config_use_orig_params,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_local_process_results_cpu_energy_process_0,inference_metrics_inference_performance_throughput_tokens_per_sec,global_energy_metrics_local_process_results_cpu_power_process_3,inference_metrics_raw_inference_metrics_total_input_tokens,global_energy_metrics_local_process_results_gpu_power_process_2,variables_query_rate,global_energy_metrics_global_experiment_results_ram_energy_total,global_energy_metrics_local_process_results_ram_power_process_0,variables_batching_options_adaptive_max_tokens,variables_latency_simulation_burst_size,variables_batching_options_batch_size___fixed_batching,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_cpu_energy_process_2,global_energy_metrics_local_process_results_gpu_energy_process_0,global_energy_metrics_per-process_emissions_3,variables_quantisation_load_in_4bit,compute_metrics_memory_gpu_current_memory_reserved_bytes,variables_quantisation_quantization,global_energy_metrics_local_process_results_total_energy_kwh_process_1,global_energy_metrics_local_process_results_cpu_power_process_0,global_energy_metrics_local_process_results_gpu_power_process_0,compute_metrics_compute_utilisation_gpu_utilization_percent_2,global_energy_metrics_local_process_results_total_energy_kwh_process_2,compute_metrics_compute_utilisation_cpu_usage_percent,variables_backend,global_energy_metrics_local_process_results_cpu_power_process_1,variables_quantisation_cached_flops_for_quantised_models,variables_latency_simulation_simulate,global_energy_metrics_experiment_id,setup_gpu_model,inference_metrics_raw_inference_metrics_number_input_prompts,model_architecture_architecture,setup_experiment_id,global_energy_metrics_local_process_results_total_energy_joules_process_0,global_energy_metrics_per-process_emissions_1,setup_task_type,setup_region,variables_max_output_tokens,global_energy_metrics_local_process_results_cpu_power_process_2,setup_python_version,variables_sharding_config_sharding_strategy,global_energy_metrics_per-process_emissions_0,global_energy_metrics_global_experiment_results_ram_power_avg,setup_available_gpu_count,variables_decoder_config_decoder_top_k,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_local_process_results_ram_power_process_1,global_energy_metrics_local_process_results_ram_energy_process_3,variables_latency_simulation_simulate_burst,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_local_process_results_total_energy_joules_process_3,global_energy_metrics_local_process_results_gpu_energy_process_1,compute_metrics_compute_utilisation_gpu_utilization_percent_3,variables_decode_token_to_text,variables_decoder_config_decoder_temperature,global_energy_metrics_local_process_results_gpu_power_process_3,variables_sharding_config_fsdp_config_cpu_offload,setup_os,global_energy_metrics_local_process_results_ram_power_process_3,compute_metrics_memory_gpu_max_memory_reserved_bytes,variables_fp_precision,setup_is_encoder_decoder,global_energy_metrics_local_process_results_ram_energy_process_1,variables_batching_options_adaptive_batching,variables_batching_options_max_batch_size___adaptive_batching,compute_metrics_memory_gpu_current_memory_allocated_bytes,inference_metrics_inference_performance_total_inference_time_sec,model_architecture_total_params,global_energy_metrics_global_experiment_results_total_energy_kwh,global_energy_metrics_local_process_results_total_energy_kwh_process_0,global_energy_metrics_local_process_results_ram_power_process_2,variables_accelerate_config_num_processes,variables_quantisation_load_in_8bit,global_energy_metrics_local_process_results_gpu_energy_process_3,global_energy_metrics_local_process_results_total_energy_joules_process_2,global_energy_metrics_local_process_results_cpu_energy_process_1,setup_date_time,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_local_process_results_total_energy_kwh_process_3,variables_number_input_prompts,global_energy_metrics_global_experiment_results_gpu_energy_total,variables_latency_simulation_delay_max,variables_latency_simulation_burst_interval,global_energy_metrics_local_process_results_cpu_energy_process_3,global_energy_metrics_local_process_results_ram_energy_process_0,variables_accelerate_config_distributed_type,compute_metrics_compute_utilisation_gpu_utilization_percent_1,global_energy_metrics_global_derived_quantities_tokens_per_joule,compute_metrics_compute_utilisation_gpu_utilization_percent_0,global_energy_metrics_per-process_emissions_2,setup_country,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_global_experiment_results_gpu_power_avg,global_energy_metrics_local_process_results_total_energy_joules_process_1,setup_model,global_energy_metrics_global_derived_quantities_joules_per_flop,global_energy_metrics_local_process_results_gpu_power_process_1,variables_max_input_tokens,variables_latency_simulation_delay_min,compute_metrics_flops,variables_inference_type,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_local_process_results_ram_energy_process_2,inference_metrics_raw_inference_metrics_total_generated_tokens,global_energy_metrics_global_experiment_results_total_energy_joules,variables_decoder_config_decoder_top_p,global_energy_metrics_global_experiment_results_cpu_energy_total,setup_available_cpu_count,variables_config_name,setup_cpu_model,global_energy_metrics_global_derived_quantities_joules_per_token
False,4.05773397254686,0.0009731436691217,519.389948485998,112.5,16384,746.6217047986703,1.0,2.3341801464413183e-05,0.6971683502197266,0,5,16,,0.0009762794005655,0.0062356605440827,0.0037271661352069,,9418309632,,0.0098500850396285,112.5,797.0472540065988,100.0,0.0072285281017825,4.7,pytorch,112.5,16949970993152,True,99,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),99,25970.30294099521,0.00274816302927,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0037523898958464,0.6427463293075562,4,,138169442.83979905,0.6248502731323242,6.670238101922786e-06,True,0.0062475763869489,35221.940114831275,0.008440653141406,100.0,True,1.0,587.6272258883309,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6192913055419922,9418309632,torch.float32,False,6.830423133595016e-06,False,0,8818209280,31.544699792051688,1100048384,0.0340764584346962,0.0072139730391653,0.6296753883361816,4,,0.0083859133753927,26022.701166417333,0.0014026014750888,"April 17, 2025 at 04:12:08 AM",3943.087474006461,0.0097838722541197,128,0.0293098034478305,0.5,4.0,0.0013912886406251,5.168825960797145e-06,DistributedType.MULTI_GPU,100.0,0.1335558717122205,1.0,0.002753707780374,Germany,8818209280,112.5,658.3342006375372,35460.30614266277,TinyLlama/TinyLlama-1.1B-Chat-v1.0,7.237490283285377e-09,502.0406178565488,128,0.4,16949970993152,pure_generative,2001391616,4.672314268098234e-06,16384,122675.2503649066,,0.0047433131854013,128,latency_burst_0.4_0.5_4.0_5,AMD EPYC 7742 64-Core Processor,7.487503074029944
False,5.19999137434742,0.000761031086371,665.5988959164698,112.5,16384,814.376722899015,1.0,1.8854500697615943e-05,0.7002511024475099,0,0,16,top_k,0.0007379081254039,0.0053321562101649,0.002322696119759,,9418309632,,0.008457749361591,112.5,717.5481366691308,100.0,0.0059307205896446,4.7,pytorch,112.5,16949970993152,False,100,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),100,21949.615516820417,0.0032219796192981,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0031581877561609,0.6603974103927612,4,20.0,163620548.46669322,0.6467070579528809,5.480711408655868e-06,False,0.0051892444291681,29845.06082735117,0.007307479734866,100.0,True,0.6,706.0848032436882,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6436014175415039,9418309632,torch.float32,False,5.877629413379814e-06,False,0,8818209280,24.61542544694385,1100048384,0.0287758800468389,0.006097115421339,0.6510300636291504,4,,0.0071704671252579,21350.594122720617,0.0011443919973116,"April 17, 2025 at 04:13:18 AM",3076.9281808679807,0.0082902946742642,128,0.0249993474994569,0.0,0.0,0.0011143468375976,3.928124803009444e-06,DistributedType.MULTI_GPU,100.0,0.1581571477120144,2.0,0.0022593080086251,Germany,8818209280,112.5,804.7590003956243,30447.89770172786,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.111701796449858e-09,981.0263387706628,128,0.0,16949970993152,pure_generative,2008760320,3.568035072570816e-06,16384,103593.16816862006,,0.0037576780466843,128,decoding_top_k_topk_20_temp_0.6,AMD EPYC 7742 64-Core Processor,6.322825205604253
False,5.477123718715541,0.0007224000111873,701.0718359955893,112.5,16384,798.946389421648,1.0,1.800654528135819e-05,0.694281578063965,0,0,16,top_p,0.0007298396008136,0.0051498538421022,0.003210700338419,,9418309632,,0.0087100372851547,112.5,860.2198482600404,100.0,0.0059408041583746,4.7,pytorch,112.5,16949970993152,False,101,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),101,21153.568094834463,0.0033180887037796,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0022631493441328,0.6332677602767944,4,,162608515.33027127,0.6172628402709961,5.364252288112793e-06,False,0.0052077177772806,30341.307831233888,0.0075236160188856,100.0,True,0.0,630.170781083867,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.618079662322998,9418309632,torch.float32,False,5.658228548429495e-06,False,0,8818209280,23.36993038200308,1100048384,0.028954973645215,0.005875991137454,0.6034469604492188,4,,0.007294423057754,21386.894970148867,0.0011807630377206,"April 17, 2025 at 04:14:40 AM",2921.2412977503845,0.0084281410642316,128,0.0251756106960225,0.0,0.0,0.0011283537541894,3.737284164464783e-06,DistributedType.MULTI_GPU,100.0,0.1571789070463616,11.0,0.0022384588238131,Germany,8818209280,112.5,691.8915217446793,31356.13422655704,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.149739439960557e-09,478.229068213162,128,0.0,16949970993152,pure_generative,1994674176,3.246780280351121e-06,16384,104237.90512277426,0.7,0.0037613564039111,128,decoding_top_p_topp_0.7_temp_0.0,AMD EPYC 7742 64-Core Processor,6.362176826341202
False,5.256314013098394,0.0007526297417498,672.8081936765944,112.5,16384,1021.4753198111756,1.0,1.9088703440405864e-05,0.6967763900756836,0,0,16,top_k,0.0007464925019448,0.0053380270481948,0.0023015481324341,,9418309632,,0.008936782970676,112.5,690.5200460705778,100.0,0.0060416016076496,4.8,pytorch,112.5,16949970993152,False,102,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),102,21940.195449185285,0.003404467472679,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0031835303537288,0.6553122997283936,4,500.0,159985485.41969112,0.643974781036377,5.529455844348049e-06,False,0.0052914575664964,30084.5498711742,0.0077147336717811,100.0,True,0.6,610.519130057898,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6442866325378418,9418309632,torch.float32,False,6.065762447627407e-06,False,0,8818209280,24.35166538396152,1100048384,0.0294297027228699,0.0060944987358848,0.6362113952636719,4,,0.0072352305104024,21749.765787538625,0.0012159835364473,"April 17, 2025 at 04:15:52 AM",3043.9581729951897,0.0083568194086595,128,0.0255794487968747,0.0,0.0,0.0011160594424127,3.841945940101061e-06,DistributedType.MULTI_GPU,100.0,0.1546434618782071,11.0,0.0023216992934353,Germany,8818209280,112.5,712.5163926071837,32172.418694433745,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.2505670272318315e-09,527.5510744890835,128,0.0,16949970993152,pure_generative,2001084416,3.651539208329349e-06,16384,105946.92980233186,,0.0038311652225547,128,decoding_top_k_topk_500_temp_0.6,AMD EPYC 7742 64-Core Processor,6.466487414693107
False,5.347715628140224,0.0007406516856244,684.5076004019487,112.5,16384,781.1622647127583,1.0,1.8517601485771955e-05,0.696782112121582,0,0,16,greedy,0.0007482999402764,0.00526159754261,0.0022880089453734,,9418309632,,0.008734778405849,112.5,854.7103889317965,100.0,0.0060528798597926,4.7,pytorch,112.5,16949970993152,False,103,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),103,21621.81967015235,0.0032527352817344,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0023058445825879,0.6451621055603027,4,,160517275.62244546,0.6278185844421387,5.47991126863992e-06,False,0.0053011372964615,30738.54052826879,0.0075420840892164,100.0,True,1.0,591.0859328248005,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6234884262084961,9418309632,torch.float32,False,5.783275910178271e-06,False,0,8818209280,23.93545373401139,1100048384,0.029332202765203,0.0060060610194867,0.6325592994689941,4,,0.0073850547969289,21790.36749525344,0.0011869110407224,"April 17, 2025 at 04:17:12 AM",2991.931716751424,0.0085384834800746,128,0.0254898737252169,0.0,0.0,0.001147948771877,3.8117912522755433e-06,DistributedType.MULTI_GPU,100.0,0.1551574952464912,0.0,0.0033275138337081,Germany,8818209280,112.5,673.7326609947526,31445.20226105641,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.229859036183193e-09,467.9720575096552,128,0.0,16949970993152,pure_generative,1998467072,3.442623054678222e-06,16384,105595.929954731,,0.0038238114385003,128,decoding_greedy_temp_1.0,AMD EPYC 7742 64-Core Processor,6.445064084151062
False,4.956941800007976,0.0007980721008807,634.4885504010209,112.5,16384,976.71330042954,1.0,1.9850536061135525e-05,0.6961169242858887,0,10,16,,0.0008051186540578,0.0054942913398727,0.0033423136338537,,9418309632,,0.0091235622183611,112.5,799.5101974209737,100.0,0.006356651054126,4.7,pytorch,112.5,16949970993152,True,104,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),104,22667.54087221745,0.0024215662190693,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0034756210270846,0.6412889957427979,4,,154116747.30553493,0.6186103820800781,5.694276185067685e-06,True,0.0055475897158441,31585.06124655079,0.0078554790621563,100.0,True,1.0,639.7232211813031,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6203498840332031,9418309632,torch.float32,False,6.037885234065602e-06,False,0,8818209280,25.822372980008367,1100048384,0.0305503805277005,0.0062965391311715,0.6300787925720215,4,,0.0075700924449568,22883.943794853672,0.0012620452709707,"April 17, 2025 at 04:18:33 AM",3227.796622501046,0.0087736281240418,128,0.0264674525628301,0.4,4.0,0.0011978414028999,4.175690417987158e-06,DistributedType.MULTI_GPU,100.0,0.148970684898165,0.0,0.0023986665820197,Germany,8818209280,112.5,729.1757917885831,32844.82398609997,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.488587499303434e-09,500.7564481225153,128,0.2,16949970993152,pure_generative,1999446016,3.942684224015082e-06,16384,109981.36989972187,,0.0040630774288092,128,latency_burst_0.2_0.4_4.0_10,AMD EPYC 7742 64-Core Processor,6.712730096418571
False,5.275535479503771,0.0007510552961521,675.2685413764827,112.5,16384,912.3379358998772,1.0,1.865564802432631e-05,0.6918354034423828,0,0,16,top_k,0.0007505630890245,0.005279511168049,0.0022987954314507,,9418309632,,0.0085332707779105,112.5,843.9475468894584,100.0,0.0060435612352056,4.7,pytorch,112.5,16949970993152,False,105,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),105,21723.752600662945,0.0023022946525516,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.003250749502845,0.6573357582092285,4,500.0,162628103.32904375,0.6487956047058105,5.510055407552555e-06,False,0.0052894425648828,30025.002175769285,0.0073730517317693,100.0,True,0.2,682.1247705192922,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.64288330078125,9418309632,torch.float32,False,5.780753113276023e-06,False,0,8818209280,24.26293984701624,1100048384,0.0289514861176807,0.0060343757224063,0.6458287239074707,4,,0.0072143221603413,21756.820446740505,0.0011544382930278,"April 17, 2025 at 04:19:51 AM",3032.86748087703,0.0083402783821581,128,0.0251563276250426,0.0,0.0,0.0011204461664092,3.8092582052238873e-06,DistributedType.MULTI_GPU,100.0,0.1571978409886095,11.0,0.0031772290496831,Germany,8818209280,112.5,753.3438075478962,30719.774800477848,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.148998724880352e-09,574.9649768829568,128,0.0,16949970993152,pure_generative,1986265088,3.5555812982738483e-06,16384,104225.3500236506,,0.0037765028446137,128,decoding_top_k_topk_500_temp_0.2,AMD EPYC 7742 64-Core Processor,6.361410523904455
False,5.408674436111924,0.0007307880355565,692.3103278223263,112.5,16384,554.6122382144678,1.0,2.171425434614357e-05,1.0778932571411133,0,0,16,,0.0007273148781587,0.0037670052358231,0.0017156595986528,False,6870269952,False,0.0053045423119454,112.5,557.9708384413703,100.0,0.0044888656919365,4.7,pytorch,112.5,16949970993152,False,106,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),106,16213.084539047606,0.0017100333853432,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0020207653937356,0.9103889465332032,4,,242227174.37675324,0.8491501808166504,5.506759591509805e-06,False,0.0037569660611254,18506.16048750307,0.0044001896312622,100.0,True,1.0,576.301549195384,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.8621163368225098,6870269952,torch.float16,False,5.781419302015446e-06,False,0,4419853312,23.6656876859488,1100048384,0.0194376427334794,0.0045036345941798,0.8523960113525391,4,False,0.0042954881586103,16159.916490971713,0.0008985712613812,"April 17, 2025 at 04:20:58 AM",2958.2109607436,0.0051406001354175,128,0.0162196490868211,0.0,0.0,0.0008396052172156,5.841322800164189e-06,DistributedType.MULTI_GPU,100.0,0.2341390452285794,3.0,0.0019583116215873,Germany,4419853312,112.5,422.2211564628056,19096.3523230036,TinyLlama/TinyLlama-1.1B-Chat-v1.0,4.128355964077872e-09,0.0,128,0.0,16949970993152,pure_generative,3093725184,4.58475265245413e-06,16384,69975.513840526,,0.0031962793923121,128,precis_float16_quant_False_quant_False_quant_False,AMD EPYC 7742 64-Core Processor,4.270966420930542
False,5.2846332664518965,0.0007498302461553,676.4330581058427,112.5,16384,894.7984442526573,1.0,1.827805874878209e-05,0.6958479881286621,0,0,16,,0.0007344982938793,0.0052987392389871,0.0023056571842048,,9418309632,,0.0085176395871008,112.5,740.225532537514,100.0,0.0059433196001017,5.9,pytorch,112.5,16949970993152,False,107,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),107,21788.5965694644,0.003244794800706,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0032299632925038,0.6433274745941162,4,,162400543.10026056,0.6221051216125488,5.5367867102809815e-06,False,0.0052053936087537,30523.34388506065,0.0073642142246983,100.0,True,1.0,618.1696707988931,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.626319408416748,9418309632,torch.float32,False,5.495123750078557e-06,False,0,8818209280,24.22116986103356,1100048384,0.0289920537579039,0.0060523879359623,0.629037380218506,4,,0.0073346369788147,21395.95056036624,0.0011479302386524,"April 17, 2025 at 04:22:08 AM",3027.646232629195,0.008478706634739,128,0.0252029840512539,0.0,0.0,0.001138532869214,3.818450819774652e-06,DistributedType.MULTI_GPU,100.0,0.1569778791497433,11.0,0.0022641076016587,Germany,8818209280,112.5,716.7402454485733,30663.50251356302,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.157614875601951e-09,613.7673342052287,128,0.0,16949970993152,pure_generative,1999261696,3.4276974686479e-06,16384,104371.39352845433,,0.0037707916479012,128,num_processes_4,AMD EPYC 7742 64-Core Processor,6.370324312039448
False,5.325116415953694,0.0007444796455602,681.6149012420728,112.5,16384,726.5175566080213,1.0,1.946016247491546e-05,0.6987533569335938,0,0,16,top_k,0.0007438639849624,0.0053122709164785,0.002307717906369,,9418309632,,0.0089100432612439,112.5,1023.613112883334,100.0,0.0060577973654523,4.8,pytorch,112.5,16949970993152,False,108,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),108,21818.66314226221,0.0023088388122346,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0032538901845874,0.652963399887085,4,200.0,159225906.9535223,0.6439576148986816,5.774297796905275e-06,False,0.0053103261927027,30749.454428441197,0.0076852280926225,100.0,True,1.0,566.4109736529633,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6356105804443359,9418309632,torch.float32,False,6.089477190199212e-06,False,0,8818209280,24.037033184198663,1100048384,0.0295700955074472,0.0060607397617395,0.6335320472717285,4,,0.0073920231358348,21808.07051562828,0.0012187256914312,"April 17, 2025 at 04:23:28 AM",3004.629148024833,0.0085415151190114,128,0.0256998483376387,0.0,0.0,0.0011437176853796,3.989199700731034e-06,DistributedType.MULTI_GPU,100.0,0.1539092462506561,0.0,0.0033942809803708,Germany,8818209280,112.5,690.2177473124984,32076.155740478232,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.2803850148072825e-09,444.32934610567554,128,0.0,16949970993152,pure_generative,2006253568,3.607187787079936e-06,16384,106452.34382680993,,0.0038507870073335,128,decoding_top_k_topk_200_temp_1.0,AMD EPYC 7742 64-Core Processor,6.497335438648065
False,5.385655794415428,0.0007369486854986,689.3639416851748,112.5,16384,765.8386348944886,1.0,1.6517768872672084e-05,0.6989636421203613,0,0,16,greedy,0.0007394395799037,0.0049382672839435,0.0021634308009278,,9418309632,,0.0076533317495198,112.5,807.3967396527117,100.0,0.0056984008081916,4.8,pytorch,112.5,16949970993152,False,109,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),109,20444.548847198883,0.0021883919830083,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0021708057878806,0.6445391178131104,4,,190040803.11068425,0.6268444061279297,3.61279747632012e-06,False,0.004955574797794,20680.433492138443,0.0065028371467112,100.0,True,0.6,978.1877137208756,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6290245056152344,9418309632,torch.float32,False,5.693163900593616e-06,False,0,8818209280,23.76683636795497,1100048384,0.0247753387630829,0.0056790413464441,0.623323917388916,4,,0.004994746218017,20514.24290948993,0.0011448014389079,"April 17, 2025 at 04:24:39 AM",2970.8545459943707,0.0057445648589273,128,0.0213914254464659,0.0,0.0,0.0007462058434339,3.825377001955962e-06,DistributedType.MULTI_GPU,100.0,0.183695212187879,3.0,0.0029155367299795,Germany,8818209280,112.5,846.1565323851243,27551.994298271457,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.262027857341649e-09,833.2030412724212,128,0.0,16949970993152,pure_generative,2004819968,3.386430493802388e-06,16384,89191.21954709872,,0.0033673955477443,128,decoding_greedy_temp_0.6,AMD EPYC 7742 64-Core Processor,5.443800021185225
False,5.1445842498647085,0.0007693336558149,658.5067839826827,112.5,16384,756.4070250131642,1.0,1.714082202341257e-05,0.6960725784301758,0,20,16,,0.0007713500163754,0.0050740612814674,0.002222872633266,,9418309632,,0.007916299273982,112.5,778.7893659325265,100.0,0.0058508029790822,4.7,pytorch,112.5,16949970993152,True,110,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),110,21050.8190053356,0.0022288633948813,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0022275859722451,0.6415908336639404,4,,185005653.94627017,0.628227710723877,3.597178804185123e-06,True,0.0050758668384673,21006.277673599885,0.0066976750803577,100.0,True,1.0,787.687729195858,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6210722923278809,9418309632,torch.float32,False,5.9027325579011165e-06,False,0,8818209280,24.88053334987489,1100048384,0.0254496291083242,0.0058474497237043,0.6209907531738282,4,,0.0050618843272811,21062.890724696244,0.0012127214610663,"April 17, 2025 at 04:25:54 AM",3110.066668734362,0.0058350771315555,128,0.0219094875275738,0.2,2.0,0.0007695956254701,4.054786421863147e-06,DistributedType.MULTI_GPU,100.0,0.1788281900588683,0.0,0.0030157142084234,Germany,8818209280,112.5,683.690450033087,28498.677386335494,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.405240211147399e-09,411.87767999079927,128,0.1,16949970993152,pure_generative,1997262848,3.5861242394631824e-06,16384,91618.6647899672,,0.0035230007587269,128,latency_burst_0.1_0.2_2.0_20,AMD EPYC 7742 64-Core Processor,5.591959520872022
False,5.234277244678551,0.0007561715207521,669.9874873188545,112.5,16384,722.0979004066331,1.0,1.719466935434231e-05,0.6994571685791016,0,0,16,top_p,0.0007599080520994,0.0050048176149593,0.002176113631826,,9418309632,,0.0079861189157472,112.5,752.4406676873658,100.0,0.0057923181048799,5.6,pytorch,112.5,16949970993152,False,111,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),111,20753.576795051227,0.0021961319666874,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0030423120009538,0.6627359390258789,4,,186426587.0341544,0.6467170715332032,3.524982463251865e-06,False,0.0050287429118789,20564.40234827125,0.0067569398499909,100.0,True,0.8,962.8478446232608,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6469588279724121,9418309632,torch.float32,False,6.109238631206762e-06,False,0,8818209280,24.45418804098153,1100048384,0.0252556534493278,0.0057648824430697,0.6578106880187988,4,,0.0049618320250166,20852.345177567742,0.001223069827125,"April 17, 2025 at 04:27:09 AM",3056.773505122692,0.0057123339856309,128,0.0217523324018458,0.0,0.0,0.0007469769781509,3.893307358380936e-06,DistributedType.MULTI_GPU,100.0,0.180201677230103,0.0,0.002206583582054,Germany,8818209280,112.5,715.0401840532445,28750.028096689948,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.364041770591415e-09,422.7743234957182,128,0.0,16949970993152,pure_generative,2009784320,3.667140901502746e-06,16384,90920.35241758016,0.7,0.0034861263781276,128,decoding_top_p_topp_0.7_temp_0.8,AMD EPYC 7742 64-Core Processor,5.549337916112071
False,5.250141296496126,0.000754177930692,672.0180859515041,112.5,16384,949.5131409672722,1.0,1.6670025502159434e-05,0.7041449546813965,0,0,16,top_k,0.0007493801523487,0.0050046045592351,0.0021830465646539,,9418309632,,0.0076799346867641,112.5,614.5497111016981,100.0,0.005730395985287,4.7,pytorch,112.5,16949970993152,False,112,4 x NVIDIA A100-PCIE-40GB,128,Unknown (no config attribute),112,20745.70878161513,0.0021829943505951,text_generation,saxony,128,112.5,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NO_SHARD,0.0021952993778767,0.6563987731933594,4,500.0,189062333.3252095,0.6360812187194824,3.5246405970011044e-06,False,0.0049774787042,20629.918972973148,0.006509228818488,100.0,True,0.8,896.1469366758896,False,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.6414456367492676,9418309632,torch.float32,False,5.693862312168557e-06,False,0,8818209280,24.38029621896567,1100048384,0.0249035606038812,0.0057626968837819,0.643923282623291,4,,0.0049774787042,20629.425547033363,0.0011650120059639,"April 17, 2025 at 04:28:19 AM",3047.5370273707085,0.005730533048048,128,0.0214687907861232,0.0,0.0,0.000749529703251,3.914393854760071e-06,DistributedType.MULTI_GPU,100.0,0.1827494141701894,8.0,0.0029256711189228,Germany,8818209280,112.5,720.7140118314236,27647.76487235092,TinyLlama/TinyLlama-1.1B-Chat-v1.0,5.2892608612836814e-09,422.6462585808347,128,0.0,16949970993152,pure_generative,2021740544,3.537128738229699e-06,16384,89652.81817397256,,0.0034180997922558,128,decoding_top_k_topk_500_temp_0.8,AMD EPYC 7742 64-Core Processor,5.471973765501255
