compute_metrics_compute_utilisation_gpu_utilization_percent_3,global_energy_metrics_local_process_results_ram_power_process_2,model_architecture_architecture,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_local_process_results_total_energy_kwh_process_1,compute_metrics_compute_utilisation_gpu_utilization_percent_0,setup_region,global_energy_metrics_global_experiment_results_cpu_power_avg,compute_metrics_memory_gpu_current_memory_allocated_bytes,variables_accelerate_config_distributed_type,inference_metrics_raw_inference_metrics_total_generated_tokens,global_energy_metrics_local_process_results_ram_power_process_1,variables_config_name,setup_date_time,variables_max_output_tokens,global_energy_metrics_local_process_results_gpu_energy_process_3,setup_available_cpu_count,global_energy_metrics_global_derived_quantities_tokens_per_joule,inference_metrics_inference_performance_throughput_tokens_per_sec,setup_model,global_energy_metrics_global_experiment_results_total_energy_joules,setup_os,global_energy_metrics_local_process_results_total_energy_joules_process_3,global_energy_metrics_local_process_results_total_energy_joules_process_2,variables_quantisation_quantization,variables_batching_options_adaptive_batching,setup_gpu_model,variables_latency_simulation_burst_size,variables_sharding_config_fsdp_config_use_orig_params,global_energy_metrics_local_process_results_ram_power_process_0,setup_task_type,global_energy_metrics_local_process_results_cpu_energy_process_2,setup_is_encoder_decoder,compute_metrics_flops,variables_batching_options_batch_size___fixed_batching,variables_latency_simulation_simulate,variables_sharding_config_fsdp_config_cpu_offload,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_total_energy_joules_process_1,variables_accelerate_config_num_processes,variables_query_rate,global_energy_metrics_local_process_results_cpu_energy_process_0,global_energy_metrics_local_process_results_cpu_power_process_0,variables_latency_simulation_burst_interval,compute_metrics_memory_gpu_current_memory_reserved_bytes,variables_latency_simulation_delay_min,variables_decode_token_to_text,global_energy_metrics_global_experiment_results_cpu_energy_total,variables_backend,global_energy_metrics_local_process_results_ram_energy_process_2,compute_metrics_memory_gpu_max_memory_reserved_bytes,variables_inference_type,global_energy_metrics_global_experiment_results_ram_power_avg,setup_experiment_id,global_energy_metrics_local_process_results_ram_energy_process_3,global_energy_metrics_global_experiment_results_ram_energy_total,variables_quantisation_load_in_8bit,variables_decoder_config_top_k,global_energy_metrics_local_process_results_gpu_power_process_2,global_energy_metrics_global_derived_quantities_joules_per_token,inference_metrics_raw_inference_metrics_number_input_prompts,compute_metrics_compute_utilisation_gpu_utilization_percent_1,setup_country,global_energy_metrics_local_process_results_total_energy_joules_process_0,global_energy_metrics_local_process_results_ram_energy_process_0,global_energy_metrics_local_process_results_cpu_power_process_1,variables_decoder_config_decoder_top_p,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_local_process_results_gpu_power_process_0,variables_decoder_config_decoder_top_k,global_energy_metrics_per-process_emissions_1,global_energy_metrics_local_process_results_ram_energy_process_1,inference_metrics_raw_inference_metrics_total_input_tokens,variables_max_input_tokens,global_energy_metrics_local_process_results_gpu_power_process_3,global_energy_metrics_local_process_results_gpu_energy_process_1,global_energy_metrics_global_experiment_results_total_energy_kwh,global_energy_metrics_experiment_id,setup_available_gpu_count,inference_metrics_inference_performance_total_inference_time_sec,setup_python_version,compute_metrics_compute_utilisation_cpu_usage_percent,global_energy_metrics_local_process_results_cpu_power_process_3,global_energy_metrics_local_process_results_total_energy_kwh_process_2,variables_quantisation_cached_flops_for_quantised_models,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_local_process_results_ram_power_process_3,global_energy_metrics_local_process_results_gpu_energy_process_0,global_energy_metrics_local_process_results_cpu_power_process_2,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,model_architecture_total_params,variables_decoder_config_decoder_temperature,inference_metrics_inference_performance_throughput_queries_per_sec,variables_batching_options_max_batch_size___adaptive_batching,variables_number_input_prompts,variables_latency_simulation_delay_max,global_energy_metrics_per-process_emissions_0,global_energy_metrics_global_experiment_results_gpu_energy_total,global_energy_metrics_local_process_results_cpu_energy_process_1,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_per-process_emissions_2,setup_cpu_model,global_energy_metrics_local_process_results_cpu_energy_process_3,variables_sharding_config_sharding_strategy,compute_metrics_compute_utilisation_gpu_utilization_percent_2,global_energy_metrics_global_derived_quantities_joules_per_flop,global_energy_metrics_local_process_results_total_energy_kwh_process_3,variables_batching_options_adaptive_max_tokens,global_energy_metrics_global_experiment_results_gpu_power_avg,variables_latency_simulation_simulate_burst,global_energy_metrics_local_process_results_total_energy_kwh_process_0,variables_quantisation_load_in_4bit,global_energy_metrics_per-process_emissions_3,variables_fp_precision
100.0,NA,Unknown (no config attribute),4787.49887298909,NA,0.0,saxony,112.5,1087688704,DistributedType.MULTI_GPU,16384,NA,A3_Quantisation_Gaming,"April 17, 2025 at 01:12:18 AM",128,NA,128,6.734953779896148,1711.123118215023,TinyLlama/TinyLlama-1.1B-Chat-v1.0,2432.6818765863363,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,NA,True,False,4 x NVIDIA A100-PCIE-40GB,0,False,0.9296793937683105,text_generation,NA,False,16949970993152,64,False,False,top_k,NA,1,1.0,0.0002982341280930996,112.5,0.0,1986002944,0,True,0.0002982341280930996,pytorch,NA,1986002944,pure_generative,0.9296793937683105,0012,NA,1.9294260495400136e-06,False,NA,NA,0.14847911844399025,128,100.0,Germany,2432.6818765863363,1.9294260495400136e-06,NA,,6967606885.342964,NA,166.7283544153029,50,NA,NA,16384,128,NA,NA,0.0006757449657184268,0012,1,9.57499774597818,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",2.4,NA,NA,16949970993152,NA,NA,0.00037558141157578717,NA,2662502400,615606272,1.0,13.368149361054867,0,128,0,0.0002574250446904347,0.00037558141157578717,NA,1087688704,NA,AMD EPYC 7742 64-Core Processor,NA,NO_SHARD,0.0,1.43521300276512e-10,NA,0,166.7283544153029,False,0.0006757449657184268,True,NA,torch.float16
27.0,NA,Unknown (no config attribute),3515.0616010068916,NA,4.0,saxony,112.5,4419853312,DistributedType.MULTI_GPU,16384,NA,A0_platonic_ideal,"April 17, 2025 at 01:12:47 AM",128,NA,128,5.459428797005849,4661.084743239434,TinyLlama/TinyLlama-1.1B-Chat-v1.0,3001.0465580182286,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,NA,False,False,4 x NVIDIA A100-PCIE-40GB,0,False,1.0754055976867676,text_generation,NA,False,16949970993152,256,False,False,greedy,NA,1,1.0,0.00011257199081228464,112.5,0.0,6522142720,0,True,0.00011257199081228464,pytorch,NA,6522142720,pure_generative,1.0754055976867676,0013,NA,8.970325134537805e-07,,NA,NA,0.18316934558216727,128,100.0,Germany,3001.0465580182286,8.970325134537805e-07,NA,,5648020004.176504,NA,690.9515952334408,,NA,NA,16384,128,NA,NA,0.0008336240438939523,0013,4,3.5150616010068916,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4.2,NA,NA,16949970993152,NA,NA,0.0007201550205682139,NA,3082969088,1100048384,0,36.41472455655808,0,128,0,0.00031756907952140115,0.0007201550205682139,NA,4419853312,NA,AMD EPYC 7742 64-Core Processor,NA,NO_SHARD,0.0,1.7705319727276754e-10,NA,0,690.9515952334408,False,0.0008336240438939523,,NA,torch.float16
100.0,0.9842963218688965,Unknown (no config attribute),11221.791797026526,0.004892218423657243,0.0,saxony,112.5,1577484800,DistributedType.MULTI_GPU,16384,0.9860315322875978,A1_Max_Throughput_Exploit,"April 17, 2025 at 01:13:47 AM",128,0.0037256535360770116,128,0.3280809336049058,1460.0163945602092,TinyLlama/TinyLlama-1.1B-Chat-v1.0,49938.89714947766,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,16148.023393352214,8125.184332183605,True,False,4 x NVIDIA A100-PCIE-40GB,0,False,0.9408416748046875,text_generation,0.00035291620884527223,False,16949970993152,256,False,False,greedy,17611.986325166075,4,1.0,0.0003496827004073566,112.5,0.0,3577741312,0,True,0.0022971184813923174,pytorch,2.474862142320439e-06,3577741312,pure_generative,0.9744426012039185,0014,5.796856378164988e-06,1.710231397458424e-05,True,NA,654.9032429915554,3.0480283904710483,128,100.0,Germany,8053.703098775768,2.3383189357531257e-06,112.5,,339414203.3697131,511.6524777365805,632.1507259705692,,0.0008522383876329525,6.492276518345686e-06,16384,128,482.8188260493004,0.004045318236252982,0.013871915874854906,0014,4,11.221791797026526,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4.7,112.5,0.0022569956478287793,16949970993152,0.0019016045768411871,0.9866008758544923,0.001885118730316826,112.5,2696273920,1100048384,1.0,11.406378082501634,0,128,0,0.0017087748643604239,0.011557695079488006,0.0008404079108859152,1577484800,0.0008598024920403735,AMD EPYC 7742 64-Core Processor,0.0007541116612537734,NO_SHARD,100.0,2.9462526614147953e-09,0.004485562053708948,0,570.3813181870014,False,0.0022371397496599357,False,0.0018636906084922268,torch.float16
0.0,NA,Unknown (no config attribute),9439.126381999813,NA,0.0,saxony,112.5,1576888832,DistributedType.MULTI_GPU,16384,NA,A4_Latency_Ignorance_Exploit,"April 17, 2025 at 01:14:51 AM",128,NA,128,2.6612029645110176,433.9384636072861,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6156.614214884011,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,NA,True,False,4 x NVIDIA A100-PCIE-40GB,0,False,0.9422435760498047,text_generation,NA,False,16949970993152,32,False,False,greedy,NA,1,1.0,0.00116221213168501,112.5,0.0,2661285888,0,True,0.00116221213168501,pytorch,NA,2661285888,pure_generative,0.9422435760498047,0015,NA,7.751662506946183e-06,True,NA,NA,0.3757699105764167,128,0.0,Germany,6156.614214884011,7.751662506946183e-06,NA,,2753131900.3510656,NA,52.135633851899186,,NA,NA,16384,128,NA,NA,0.0017101706152455585,0015,1,37.75650552799925,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",2.5,NA,NA,16949970993152,NA,NA,0.0005402068210536015,NA,2699874304,1100048384,1.0,3.3901442469319227,0,128,0,0.0006514894958777955,0.0005402068210536015,NA,1576888832,NA,AMD EPYC 7742 64-Core Processor,NA,NO_SHARD,0.0,3.632226991639903e-10,NA,0,52.135633851899186,False,0.0017101706152455585,False,NA,torch.float16
100.0,0.9808816909790039,Unknown (no config attribute),10749.685303744627,0.01708714465298113,23.0,saxony,112.5,1576871424,DistributedType.MULTI_GPU,16384,0.9868512153625489,R3_Balanced_Enterprise_Service,"April 17, 2025 at 01:17:08 AM",128,0.012797356904546753,128,0.09779679376551986,381.0344102420531,TinyLlama/TinyLlama-1.1B-Chat-v1.0,167531.0546405305,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,56979.631805472054,24581.914911969965,True,False,4 x NVIDIA A100-PCIE-40GB,5,False,0.9461631774902344,text_generation,0.0013328490757230616,False,16949970993152,32,True,False,top_k,61513.72075073206,4,1.0,0.001325576875562547,112.5,4.0,2837446656,0.5,True,0.008931699173284872,pytorch,9.229288617193275e-06,2837446656,pure_generative,0.9726158380508423,0016,2.279259334496902e-05,6.629597392558265e-05,True,NA,395.3492949193149,10.225284096712066,128,100.0,Germany,24455.78717235642,9.049916507086296e-06,112.5,,101175098.72734559,361.8106886164365,0.0,50,0.006509347755553161,2.522417545633406e-05,16384,128,460.6780027676307,0.013796173259153832,0.04653640406681403,0016,4,42.99874121497851,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4.7,112.5,0.0068283096977694345,16949970993152,0.005486231333429181,0.9765672683715821,0.005458647422473817,112.5,2709430272,1100048384,1.0,2.97683133001604,0,128,1.5,0.0026012445793652662,0.03753840891960358,0.0032657472183709626,1576871424,0.0025878978120303276,AMD EPYC 7742 64-Core Processor,0.0030075260036283007,NO_SHARD,100.0,9.88385494631319e-09,0.015827675501520016,0,304.4594965758455,True,0.00679327421454345,False,0.00602955298230405,torch.float16
100.0,NA,Unknown (no config attribute),8719.54072533481,NA,0.0,saxony,112.5,1576097280,DistributedType.MULTI_GPU,16384,NA,R5_Real_Time_Mobile_Inference,"April 17, 2025 at 01:36:10 AM",128,NA,128,0.09963812141479156,14.679672247884948,TinyLlama/TinyLlama-1.1B-Chat-v1.0,164435.05525153095,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,NA,True,False,4 x NVIDIA A100-PCIE-40GB,8,False,0.9382710456848145,text_generation,NA,False,16949970993152,1,True,False,top_p,NA,1,1.0,0.0341208040559577,112.5,5.0,2665480192,0.2,True,0.0341208040559577,pytorch,NA,2665480192,pure_generative,0.9382710456848145,0017,NA,0.0002252169496124948,True,NA,NA,10.036319290254575,128,0.0,Germany,164435.05525153095,0.0002252169496124948,NA,0.9,103080033.43462366,NA,38.88201487149687,,NA,NA,16384,128,NA,NA,0.04567640423653638,0017,1,1116.1012128428556,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",2.4,NA,NA,16949970993152,NA,NA,0.011330383230966135,NA,2689728512,1100048384,1.0,0.11468493943660116,0,128,0.6,0.017400426193908535,0.011330383230966135,NA,1576097280,NA,AMD EPYC 7742 64-Core Processor,NA,NO_SHARD,0.0,9.701199802522657e-09,NA,0,38.88201487149687,True,0.04567640423653638,False,NA,torch.float16
100.0,NA,Unknown (no config attribute),4940.969421004411,0.001182471775749373,0.0,saxony,112.5,1087688704,DistributedType.MULTI_GPU,16384,0.9575772285461426,A2_Precision_Minimalist,"April 17, 2025 at 01:36:48 AM",128,NA,128,2.3329556169506542,3315.9484716400907,TinyLlama/TinyLlama-1.1B-Chat-v1.0,7022.851133968465,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,NA,True,False,4 x NVIDIA A100-PCIE-40GB,0,False,0.9269800186157227,text_generation,NA,False,16949970993152,128,False,False,greedy,4256.898392697743,2,1.0,0.00015620690121795632,112.5,0.0,2621440000,0,True,0.00042582631590630624,pytorch,NA,2621440000,pure_generative,0.9422786235809326,0018,NA,2.991392617992243e-06,False,NA,NA,0.42864081628225487,128,85.0,Germany,2765.9527412707216,1.0319824916855556e-06,112.5,,2413545534.4009166,269.9357542672265,479.6551074794741,,0.00029269158244085594,1.9594101263066873e-06,16384,128,NA,0.0009108929509347163,0.0019507919816579068,0018,2,4.940969421004411,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4.3,NA,NA,16949970993152,NA,NA,0.000611081322198892,NA,2658680832,615606272,1.0,25.90584743468821,0,128,0,0.00045046262297172363,0.0015219742731336083,0.0002696194146883499,1087688704,NA,AMD EPYC 7742 64-Core Processor,NA,NO_SHARD,0.0,4.14328209576629e-10,NA,0,374.7954308733503,False,0.0007683202059085338,True,NA,torch.float16
100.0,0.8466067314147949,Unknown (no config attribute),3180.2419965097215,0.0020575057686161554,3.0,saxony,112.5,4419853312,DistributedType.MULTI_GPU,16384,0.8516550064086914,A5_Parallel_Overdrive,"April 17, 2025 at 01:37:28 AM",128,0.0017894939315930003,128,0.6273511258138046,2575.904603797643,TinyLlama/TinyLlama-1.1B-Chat-v1.0,26116.156209565343,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,7489.815086737653,5591.187810764651,False,False,4 x NVIDIA A100-PCIE-40GB,0,False,1.0779762268066406,text_generation,0.0001983527937809413,False,16949970993152,64,False,False,greedy,7407.020767018159,4,1.0,0.00020024809534334055,112.5,0.0,6870269952,0,True,0.0009731079396551651,pytorch,1.230237504106604e-06,6870269952,pure_generative,0.9107755422592163,0019,1.8806880095586363e-06,6.54959870244745e-06,False,NA,744.1873800097369,1.5940036749002282,128,100.0,Germany,5628.132545044879,1.584855719412138e-06,112.5,,649022423.4048607,426.31237325768035,781.4234616452352,,0.0007925680714701968,1.8538174693700718e-06,16384,128,534.3765701484431,0.0017702744717738028,0.007254487835990373,0019,4,6.360483993019443,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4.7,112.5,0.001553107725212403,16949970993152,0.0013535246939273549,0.8668642044067384,0.0013615372003386028,112.5,3090456576,1100048384,1.0,20.124254717169087,0,128,0,0.0007838068225543244,0.006274830297632761,0.0002853774793729826,4419853312,0.0005916563879196649,AMD EPYC 7742 64-Core Processor,0.00028912957115790055,NO_SHARD,100.0,1.5407788143187145e-09,0.002080504190760459,0,621.5749462652739,False,0.0015633701514013553,False,0.0005955658591763463,torch.float16
100.0,0.8901543617248535,Unknown (no config attribute),3064.3524115002947,0.0032558744105514537,1.0,saxony,112.5,4419853312,DistributedType.MULTI_GPU,16384,0.8668913841247559,R6_Medium_Scale_Language_Model_Serving,"April 17, 2025 at 01:38:16 AM",128,0.002717403840589938,128,0.39378872238980356,1336.6608829415331,TinyLlama/TinyLlama-1.1B-Chat-v1.0,41606.06708229142,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,11554.83126891835,9200.907586870517,False,False,4 x NVIDIA A100-PCIE-40GB,0,False,1.0785441398620605,text_generation,0.0003840467736245046,False,16949970993152,32,True,False,greedy,11721.147877985233,4,1.0,0.0003809909030333074,112.5,0.0,6870269952,0.01,True,0.0017532129802530108,pytorch,2.5205428902975853e-06,6870269952,pure_generative,0.9254568815231323,0020,3.213916727915958e-06,1.2260042520098739e-05,False,NA,682.4194268775506,2.5394328053156383,128,100.0,Germany,9129.180348517317,3.014416717534336e-06,112.5,,407391810.4209934,237.97949034322846,706.5240150290808,,0.0009660447927132422,3.5111661843508594e-06,16384,128,589.9889514076746,0.00275324553593137,0.011557240856192058,0020,4,12.257409646001179,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4.7,112.5,0.0025558076630195882,16949970993152,0.002169240346504786,0.8662376403808594,0.0021518781103928575,112.5,3092434944,1100048384,1.0,10.442663147980728,0,128,0.1,0.0012227258255262349,0.009791767833418952,0.0004991177084357332,4419853312,0.0012403253566995764,AMD EPYC 7742 64-Core Processor,0.0004890575951594655,NO_SHARD,100.0,2.4546394267636677e-09,0.0032096753524773194,0,554.2279709143836,False,0.002535883430143699,False,0.0009736349292273122,torch.float16
100.0,0.6324462890625,Unknown (no config attribute),3373.388201273883,0.08645062647325155,0.0,saxony,112.5,8818209280,DistributedType.MULTI_GPU,16384,0.627436637878418,R7_anti_platonic_ideal,"April 17, 2025 at 01:47:10 AM",128,0.07046109386883348,128,0.014111406109930785,37.94404686411831,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1161046.5939655649,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,308697.45921267517,270504.54473002587,False,False,4 x NVIDIA A100-PCIE-40GB,20,False,0.6927680969238281,text_generation,0.013261399539271234,False,16949970993152,1,True,False,greedy,311222.2553037056,4,1.0,0.013270290521633773,112.5,6.0,9357492224,0.4,True,0.057101514086378286,pytorch,6.307621101163082e-05,9357492224,pure_generative,0.6454088687896729,0021,7.322534786845623e-05,0.0002802185214701157,False,200,653.3630398331364,70.86466027621856,128,100.0,Germany,270622.3347191583,6.984437864714458e-05,112.5,,14598872.328852218,537.0946187714312,669.5818174751028,,0.03266619363529683,7.407258394288411e-05,16384,128,0.0,0.07102170487287651,0.3225129427682125,0021,4,431.79368976305705,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4.7,112.5,0.07514015131389608,16949970993152,0.061815675563613226,0.6289844512939453,0.06183273585504079,112.5,1989947392,1100048384,1.2,0.2964378661259243,0,128,0.5,0.028624640643028713,0.265131210160364,0.01535484901643213,8818209280,0.028637105114239822,AMD EPYC 7742 64-Core Processor,0.015214975009041145,NO_SHARD,100.0,6.849844135040952e-08,0.0857492942257431,0,465.0098690199176,True,0.07517287075532175,False,0.032933366154985176,torch.float32
100.0,NA,Unknown (no config attribute),3463.5483820020454,NA,0.0,saxony,112.5,4419853312,DistributedType.MULTI_GPU,16384,NA,R4_High_Load_Cloud_API_Deployment,"April 17, 2025 at 01:48:32 AM",128,NA,128,1.7218558933357508,295.65055459340635,TinyLlama/TinyLlama-1.1B-Chat-v1.0,9515.314297446392,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,NA,False,False,4 x NVIDIA A100-PCIE-40GB,5,False,1.0776457786560059,text_generation,NA,False,16949970993152,8,True,False,greedy,NA,1,1.0,0.0017013122849057255,112.5,2.0,6339690496,0.05,True,0.0017013122849057255,pytorch,NA,6339690496,pure_generative,1.0776457786560059,0022,NA,1.3913444274515418e-05,False,NA,NA,0.5807686949124995,128,1.0,Germany,9515.314297446392,1.3913444274515418e-05,NA,,1781335903.7126954,NA,77.49484324192262,,NA,NA,16384,128,NA,NA,0.0026431428604017757,0022,1,55.416774112032726,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",2.4,NA,NA,16949970993152,NA,NA,0.000927917131221534,NA,3088973824,1100048384,1.0,2.309769957760987,0,128,0.2,0.0010069052726700565,0.000927917131221534,NA,4419853312,NA,AMD EPYC 7742 64-Core Processor,NA,NO_SHARD,0.0,5.613764354694587e-10,NA,0,77.49484324192262,True,0.0026431428604017757,False,NA,torch.float16
100.0,NA,Unknown (no config attribute),2799.6362541198323,NA,0.0,saxony,112.5,8818209280,DistributedType.MULTI_GPU,16384,NA,R2_Low_Latency_Chatbot_Deployment,"April 17, 2025 at 01:50:28 AM",128,NA,128,0.7713332296651583,182.8809007765067,TinyLlama/TinyLlama-1.1B-Chat-v1.0,21241.14373642689,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,NA,False,False,4 x NVIDIA A100-PCIE-40GB,0,False,0.6987676620483398,text_generation,NA,False,16949970993152,4,True,False,top_p,NA,1,1.0,0.0027534074850627814,112.5,0.0,12343836672,0.01,True,0.0027534074850627814,pytorch,NA,12343836672,pure_generative,0.6987676620483398,0023,NA,1.4254102266898356e-05,False,NA,NA,1.296456526881524,128,100.0,Germany,21241.14373642689,1.4254102266898356e-05,NA,0.9,797978263.4813648,NA,138.78315046583745,,NA,NA,16384,128,NA,NA,0.005900317704563025,0023,1,89.58836013183463,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",2.4,NA,NA,16949970993152,NA,NA,0.0031326561172333456,NA,2005278720,1100048384,1.0,1.4287570373164586,0,128,0.05,0.002247726029553284,0.0031326561172333456,NA,8818209280,NA,AMD EPYC 7742 64-Core Processor,NA,NO_SHARD,0.0,1.2531669667758473e-09,NA,0,138.78315046583745,False,0.005900317704563025,False,NA,torch.float32
100.0,0.98508882522583,Unknown (no config attribute),11320.505382027477,0.00537000784267998,0.0,saxony,112.5,1577710080,DistributedType.MULTI_GPU,16384,0.9843592643737793,A1_Max_Throughput_Exploit,"April 17, 2025 at 01:52:29 AM",128,0.0034768547259291793,128,0.3255760872115332,1447.285209193166,TinyLlama/TinyLlama-1.1B-Chat-v1.0,50323.106160296695,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,15084.025316218587,7929.6982127610545,True,False,4 x NVIDIA A100-PCIE-40GB,0,False,0.9406299591064453,text_generation,0.0003512879404661362,False,16949970993152,256,False,False,greedy,19332.02823364793,4,1.0,0.0003528401831281371,112.5,0.0,3577741312,0,True,0.002339810242998283,pytorch,2.4889728314574046e-06,3577741312,pure_generative,0.9737430810928345,0027,5.477101635947e-06,1.7848560290305704e-05,True,NA,559.000701433242,3.0714786474790463,128,100.0,Germany,7977.354397669123,2.376772092315663e-06,112.5,,336822829.24190754,581.9485586382145,537.8114121038,,0.0008441592104977923,7.505713730585634e-06,16384,128,410.6127023160595,0.004434495214263201,0.013978640600082415,0027,4,11.320505382027477,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4.7,112.5,0.002202693947989182,16949970993152,0.0018489170346915884,0.9848942756652832,0.001860714821909859,112.5,2695057408,1100048384,1.0,11.30691569682161,0,128,0,0.0008391162594864788,0.011620981796793828,0.0009280069146861933,1577710080,0.0020457044876689384,AMD EPYC 7742 64-Core Processor,0.0007076752047178161,NO_SHARD,100.0,2.968919898484066e-09,0.004190007032282941,0,522.343343622829,False,0.002215931777130312,False,0.0015961831789481865,torch.float16
79.0,NA,Unknown (no config attribute),4757.480999513064,NA,0.0,saxony,112.5,1087688704,DistributedType.MULTI_GPU,16384,NA,A3_Quantisation_Gaming,"April 17, 2025 at 01:53:05 AM",128,NA,128,6.769970262418676,1721.9196463083017,TinyLlama/TinyLlama-1.1B-Chat-v1.0,2420.0992567058283,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,NA,True,False,4 x NVIDIA A100-PCIE-40GB,0,False,0.9302887916564941,text_generation,NA,False,16949970993152,64,False,False,top_k,NA,1,1.0,0.0002958137359673855,112.5,0.0,1986002944,0,True,0.0002958137359673855,pytorch,NA,1986002944,pure_generative,0.9302887916564941,0028,NA,1.9404801883320174e-06,False,NA,NA,0.1477111362735491,128,100.0,Germany,2420.0992567058283,1.9404801883320174e-06,NA,,7003832981.719861,NA,164.0027244487015,50,NA,NA,16384,128,NA,NA,0.0006722497935293968,0028,1,9.514961999026127,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",3.5,NA,NA,16949970993152,NA,NA,0.0003744955773736791,NA,2664247296,615606272,1.0,13.452497236783607,0,128,0,0.00025609355884502374,0.0003744955773736791,NA,1087688704,NA,AMD EPYC 7742 64-Core Processor,NA,NO_SHARD,0.0,1.4277896155005684e-10,NA,0,164.0027244487015,False,0.0006722497935293968,True,NA,torch.float16
100.0,NA,Unknown (no config attribute),9452.872858761111,NA,0.0,saxony,112.5,1576964608,DistributedType.MULTI_GPU,16384,NA,A4_Latency_Ignorance_Exploit,"April 17, 2025 at 01:54:08 AM",128,NA,128,2.6688427384208633,433.3074252875141,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6138.990418631524,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,NA,True,False,4 x NVIDIA A100-PCIE-40GB,0,False,0.9343113899230957,text_generation,NA,False,16949970993152,32,False,False,greedy,NA,1,1.0,0.0011619649015574397,112.5,0.0,2661285888,0,True,0.0011619649015574397,pytorch,NA,2661285888,pure_generative,0.9343113899230957,0029,NA,7.651452869635972e-06,True,NA,NA,0.374694239418428,128,100.0,Germany,6138.990418631524,7.651452869635972e-06,NA,,2761035583.588744,NA,49.44308899978168,,NA,NA,16384,128,NA,NA,0.0017052751162865345,0029,1,37.811491435044445,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",2.4,NA,NA,16949970993152,NA,NA,0.0005356587618594588,NA,2677825536,1100048384,1.0,3.385214260058704,0,128,0,0.0006496245555493553,0.0005356587618594588,NA,1576964608,NA,AMD EPYC 7742 64-Core Processor,NA,NO_SHARD,0.0,3.6218294539334333e-10,NA,0,49.44308899978168,False,0.0017052751162865345,False,NA,torch.float16
