setup_available_cpu_count,variables_accelerate_config_distributed_type,variables_max_output_tokens,global_energy_metrics_local_process_results_cpu_power_process_2,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_local_process_results_cpu_energy_process_2,variables_quantisation_load_in_4bit,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_global_experiment_results_gpu_energy_total,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_local_process_results_ram_power_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_latency_simulation_delay_min,variables_batching_options_adaptive_max_tokens,compute_metrics_compute_utilisation_gpu_utilization_percent_0,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_per-process_emissions_1,variables_query_rate,variables_sharding_config_sharding_strategy,global_energy_metrics_global_experiment_results_total_energy_joules,global_energy_metrics_local_process_results_gpu_energy_process_3,variables_quantisation_load_in_8bit,variables_quantisation_cached_flops_for_quantised_models,global_energy_metrics_global_experiment_results_ram_power_avg,global_energy_metrics_experiment_id,global_energy_metrics_local_process_results_total_energy_joules_process_1,variables_latency_simulation_burst_interval,variables_decoder_config_decoder_top_p,global_energy_metrics_local_process_results_total_energy_joules_process_0,setup_date_time,global_energy_metrics_global_experiment_results_gpu_power_avg,setup_available_gpu_count,global_energy_metrics_local_process_results_cpu_power_process_0,global_energy_metrics_global_experiment_results_total_energy_kwh,global_energy_metrics_local_process_results_ram_power_process_1,variables_quantisation_quantization,global_energy_metrics_per-process_emissions_3,setup_python_version,global_energy_metrics_local_process_results_cpu_power_process_3,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_local_process_results_total_energy_kwh_process_0,global_energy_metrics_local_process_results_cpu_energy_process_3,variables_latency_simulation_delay_max,global_energy_metrics_local_process_results_gpu_power_process_2,setup_experiment_id,compute_metrics_memory_gpu_max_memory_reserved_bytes,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_local_process_results_total_energy_joules_process_2,inference_metrics_raw_inference_metrics_total_generated_tokens,global_energy_metrics_local_process_results_cpu_energy_process_1,global_energy_metrics_global_derived_quantities_joules_per_token,global_energy_metrics_local_process_results_total_energy_joules_process_3,setup_cycle_id,compute_metrics_compute_utilisation_cpu_usage_percent,compute_metrics_memory_gpu_current_memory_reserved_bytes,variables_inference_type,variables_max_input_tokens,global_energy_metrics_local_process_results_cpu_power_process_1,model_architecture_total_params,model_architecture_architecture,setup_os,global_energy_metrics_per-process_emissions_0,inference_metrics_inference_performance_total_inference_time_sec,variables_batching_options_adaptive_batching,variables_number_input_prompts,global_energy_metrics_per-process_emissions_2,global_energy_metrics_local_process_results_cpu_energy_process_0,inference_metrics_raw_inference_metrics_total_input_tokens,setup_region,global_energy_metrics_local_process_results_gpu_power_process_3,variables_latency_simulation_simulate,inference_metrics_raw_inference_metrics_number_input_prompts,variables_latency_simulation_simulate_burst,global_energy_metrics_global_derived_quantities_tokens_per_joule,global_energy_metrics_local_process_results_ram_energy_process_0,variables_accelerate_config_num_processes,global_energy_metrics_local_process_results_gpu_energy_process_2,setup_model,global_energy_metrics_local_process_results_gpu_energy_process_1,compute_metrics_compute_utilisation_gpu_utilization_percent_3,setup_country,inference_metrics_inference_performance_throughput_tokens_per_sec,variables_config_name,compute_metrics_memory_gpu_current_memory_allocated_bytes,variables_latency_simulation_burst_size,variables_batching_options_batch_size___fixed_batching,global_energy_metrics_global_experiment_results_ram_energy_total,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_ram_power_process_2,setup_is_encoder_decoder,variables_decoder_config_decoding_mode,global_energy_metrics_local_process_results_gpu_power_process_0,global_energy_metrics_global_derived_quantities_joules_per_flop,global_energy_metrics_local_process_results_ram_energy_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_1,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,variables_backend,setup_task_type,variables_fp_precision,variables_sharding_config_fsdp_config_cpu_offload,compute_metrics_flops,setup_cpu_model,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_local_process_results_total_energy_kwh_process_1,global_energy_metrics_local_process_results_total_energy_kwh_process_3,variables_decode_token_to_text,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_local_process_results_ram_power_process_0,variables_sharding_config_fsdp_config_use_orig_params,variables_batching_options_max_batch_size___adaptive_batching,global_energy_metrics_local_process_results_gpu_energy_process_0,global_energy_metrics_global_experiment_results_cpu_energy_total,setup_gpu_model,global_energy_metrics_local_process_results_total_energy_kwh_process_2,variables_decoder_config_decoder_temperature
128,DistributedType.MULTI_GPU,128,NA,238570884.1145982,NA,False,0.0874786520216436,0.016476785681418527,4410814464,NA,0.0,0.2,0,0.0,112.5,NA,1.0,NO_SHARD,220641.26770632624,NA,True,52638582308864,0.8149867057800293,0231,NA,5.0,0.9,220641.26770632624,"April 24, 2025 at 02:35:34 PM",42.37740529881983,1,112.5,0.06128924102953506,NA,True,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.06128924102953506,NA,0.6,NA,0231,7098859520,NA,NA,16384,NA,13.466874249653701,NA,1,97.1,7098859520,pure_generative,128,NA,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.023348136370201382,1463.2141332988394,False,128,NA,0.04455658731135923,16384,saxony,NA,True,128,True,0.07425628111331885,0.000255868036757348,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,11.19726745877038,R5_Real_Time_Mobile_Inference,4410814464,8,1,0.000255868036757348,,NA,False,top_p,42.37740529881983,4.191626332405454e-09,NA,0.0,2334965760,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,11431.360416397183,0.8149867057800293,False,0,0.016476785681418527,0.04455658731135923,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,112.5,1070036752.0585314,0.0004674583458472625,False,8.348276570121607,0.011766359968639506,12870114304,0.9640302658081055,100.0,0.01,0,7.0,112.5,0.001309756382066257,1.0,NO_SHARD,49193.24706146603,0.0029255420626537187,False,52638582308864,0.9566885232925415,0232,12363.841146316285,0.0,,12377.275168495931,"April 24, 2025 at 02:36:35 PM",755.9254583767532,4,112.5,0.01366479085040723,0.9717621803283691,False,0.001293965197967981,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,499.07331338066643,0.0034381319912488695,0.0004663641120605463,0.1,895.8748359337591,0232,20375928832,3.6794654141802276e-06,12228.047546094582,16384,0.0004747855389705364,3.002517520841432,12224.083200559231,1,4.0,20375928832,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0013083348013025525,15.33250592800323,False,128,0.0012935456931258444,0.00047565191953617616,16384,saxony,1101.5160264818278,True,128,False,0.3330538433360275,3.3207599403180134e-06,4,0.0029255420626537187,meta-llama/Llama-3.2-3B,0.0029561165315596938,100.0,Germany,1068.5794009755657,R6_Medium_Scale_Language_Model_Serving,12870114304,0,32,1.4170965353203548e-05,,0.9633808135986328,False,greedy,527.2376577107598,9.345473396836183e-10,3.672492107744332e-06,100.0,2663014400,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,3.498247890960974e-06,0.0034344003184211902,0.003395578666822009,True,3833.1264820008073,0.9275808334350586,False,0,0.0029591593117723747,0.0018842599164145214,4 x NVIDIA A100-PCIE-40GB,0.0033966798739151617,1.0
128,DistributedType.MULTI_GPU,128,112.5,1379390988.711137,0.00029045512372067613,False,13.27395782347994,0.009439499218249381,12870114304,0.9716205596923828,100.0,0,0,7.0,112.5,0.0010090740014222302,1.0,NO_SHARD,38160.741036918014,0.002360108832526464,False,52638582308864,0.9593868255615234,0476,9535.808912245777,0.0,,9523.642707823,"April 25, 2025 at 11:02:16 AM",107.71548524340315,4,112.5,0.010600205843588336,0.9645309448242188,False,0.0010094146694906564,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,105.51179300144517,0.0026454563077286113,0.0002870008334411977,0,115.66290090005452,0476,22057844736,2.6327555938761537e-06,9562.261171235994,16384,0.0002873504928793409,2.329146791804078,9539.028245613239,2,3.7,22057844736,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0010077865804292146,9.642941593017895,False,128,0.0010118731647728754,0.0002855642200647708,16384,saxony,104.94855947881321,False,128,False,0.4293417673453866,2.4882572991942934e-06,4,0.002363095779362112,meta-llama/Llama-3.2-3B,0.0023588907759961586,100.0,Germany,1699.0666014054323,A5_Parallel_Overdrive,12870114304,0,64,1.0335955232968353e-05,,0.9723916053771973,False,greedy,104.73868759329973,7.249576140368809e-10,2.6204022582372496e-06,100.0,2664914944,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,2.594540081660655e-06,0.0026488358089571604,0.0026497300682258996,True,4821.470796508947,0.929004192352295,False,0,0.002357403830364646,0.0011503706701059854,4 x NVIDIA A100-PCIE-40GB,0.0026561836586766648,1.0
128,DistributedType.MULTI_GPU,128,112.5,530253579.7305323,0.0016962308284710168,False,2.3979385999567127,0.020704070174355493,4411281408,0.8685407638549805,100.0,0.5,0,0.0,112.5,0.0025989184331013967,1.0,NO_SHARD,99270.58358684578,0.005161984407363818,True,52638582308864,0.854694128036499,0477,25150.267183884862,4.0,,24559.932692387523,"April 25, 2025 at 11:04:11 AM",276.06535948381116,4,112.5,0.027575162107457158,0.8700714111328125,True,0.0026613873010280383,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,281.38433311190624,0.006822203525663201,0.0017248007308771779,1.5,374.10822517944774,0477,8789164032,1.0982238154846022e-05,24729.11090636284,16384,0.0017072946430016604,6.058995580251818,24831.27280421055,2,3.2,8789164032,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.002627631492990002,53.37918160302797,False,128,0.002616820777716368,0.0016992986424738776,16384,saxony,389.04669729358295,True,128,True,0.1650438569817275,1.0471348801816916e-05,4,0.005161984407363818,meta-llama/Llama-3.2-3B,0.005267667825240352,100.0,Germany,306.9361407944592,R3_Balanced_Enterprise_Service,4411281408,5,32,4.3467088277937236e-05,50,0.8593025207519531,False,top_k,59.7221823503077,1.88589014431206e-09,1.0790640706377445e-05,100.0,2352611328,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,1.1222860614896856e-05,0.006986185328856906,0.006897575778947374,True,13344.795400756993,0.82086181640625,False,0,0.005112433534387506,0.006827624844823733,4 x NVIDIA A100-PCIE-40GB,0.006869197473989678,1.0
128,DistributedType.MULTI_GPU,128,NA,247967394.5180308,NA,False,0.10223107375494171,0.02097228594448275,4410810880,NA,0.0,0.2,0,0.0,112.5,NA,1.0,NO_SHARD,212280.25729421622,NA,True,52638582308864,0.8123059272766113,0478,NA,5.0,0.9,212280.25729421622,"April 25, 2025 at 11:25:47 AM",60.67091244626632,1,112.5,0.05896673813728229,NA,True,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.05896673813728229,NA,0.6,NA,0478,7098859520,NA,NA,16384,NA,12.95655867274269,NA,2,0.8,7098859520,pure_generative,128,NA,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.02246337889339769,1252.0654953388148,False,128,NA,0.03774509508984742,16384,saxony,NA,True,128,True,0.07718098804304774,0.0002493571029519287,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,13.08557744063254,R5_Real_Time_Mobile_Inference,4410810880,8,1,0.0002493571029519287,,NA,False,top_p,60.67091244626632,4.032788270182375e-09,NA,0.0,2325884928,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,9781.76168233449,0.8123059272766113,False,0,0.02097228594448275,0.03774509508984742,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,112.5,298418727.2099587,0.001482420861098944,False,2.5668443642099814,0.04335621524049316,25722925568,0.7231063842773438,100.0,0.5,0,28.0,112.5,0.004654226227291965,1.0,NO_SHARD,176391.6856056726,0.010875579256008905,False,52638582308864,0.7157742977142334,0479,44669.204522692635,4.0,,43032.365999212314,"April 25, 2025 at 11:27:32 AM",579.0587681600664,4,112.5,0.04899769044602016,0.7302660942077637,False,0.004730912478586169,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,104.92863741429747,0.011953434999781198,0.0013333053200058206,1.5,86.16339257683919,0479,38352715776,1.035438256865598e-05,44707.402343903945,16384,0.0014769165410853016,10.766094092143103,43982.712739863695,2,3.5,38352715776,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.004553661063166648,49.86667745996965,False,128,0.004726870406366599,0.0013106290565556267,16384,saxony,1068.273134387189,True,128,True,0.0928841965750403,8.989102846789846e-06,4,0.010925947629639055,meta-llama/Llama-3.2-3B,0.010920871514466413,100.0,Germany,328.5560786188776,R1_Standard_Production_Config,25722925568,5,16,3.820342678131672e-05,,0.7299928665161133,False,greedy,1056.8699082619396,3.3509961299996745e-09,8.535629502965761e-06,100.0,1949630464,pytorch,text_generation,torch.float32,False,52638582308864,AMD EPYC 7742 64-Core Processor,1.0324311862905129e-05,0.01240811236741462,0.012217420205517693,True,6233.334682496206,0.6797318458557129,False,0,0.010633816840378785,0.005603271778745693,4 x NVIDIA A100-PCIE-40GB,0.012418722873306651,1.0
128,DistributedType.MULTI_GPU,128,NA,11554532880.713472,NA,True,8.3957103566272,0.0008273181618534409,3194348544,NA,0.0,0,0,0.0,112.5,NA,1.0,NO_SHARD,4555.665110160096,NA,False,52638582308864,0.7923746109008789,0481,NA,0.0,,4555.665110160096,"April 25, 2025 at 11:28:51 AM",153.74392792793213,1,112.5,0.0012654625306000268,NA,True,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.0012654625306000268,NA,0,NA,0481,7407140864,NA,NA,16384,NA,0.27805573182129495,NA,2,1.4,7407140864,pure_generative,128,NA,1803463680,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0004820779510320802,15.245880879985634,False,128,NA,0.00043530689021645225,16384,saxony,NA,False,128,False,3.596401316563023,2.8374785301338907e-06,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,1074.6509256482816,A3_Quantisation_Gaming,3194348544,0,64,2.8374785301338907e-06,50,NA,False,top_k,153.74392792793213,8.65461209313943e-11,NA,0.0,2270965760,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,7622.940439992817,0.7923746109008789,False,0,0.0008273181618534409,0.00043530689021645225,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,NA,3528757142.553888,NA,False,1.8793229770067439,0.001957194065754564,12870114304,NA,0.0,0.05,0,0.0,112.5,NA,1.0,NO_SHARD,14917.031743014079,NA,False,52638582308864,0.9273505210876465,0483,NA,2.0,,14917.031743014079,"April 25, 2025 at 11:52:37 AM",24.56251337734418,1,112.5,0.004143619928615022,NA,False,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.004143619928615022,NA,0.2,NA,0483,17999855616,NA,NA,16384,NA,0.9104633632210741,NA,2,1.1,17999855616,pure_generative,128,NA,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0015785120118058926,68.10963392991107,False,128,NA,0.002169847406785266,16384,saxony,NA,True,128,True,1.0983418338352018,1.6578456075190834e-05,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,240.55334105686322,R4_High_Load_Cloud_API_Deployment,12870114304,5,8,1.6578456075190834e-05,,NA,False,greedy,24.56251337734418,2.83385894693865e-10,NA,0.0,2659209216,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,4256.852120619442,0.9273505210876465,False,0,0.001957194065754564,0.002169847406785266,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,112.5,1023144926.435968,0.0004931631354011188,False,7.830255091456872,0.012289212609147171,12870114304,0.9642992019653321,100.0,0.01,0,0.0,112.5,0.00135957838372957,1.0,NO_SHARD,51447.826157165924,0.0030714394015962654,False,52638582308864,0.9539183378219604,0484,12848.096026844603,0.0,,12924.957773052554,"April 25, 2025 at 11:53:40 AM",139.65877582245542,4,112.5,0.014291062821434978,0.9574828147888184,False,0.0013595084347096265,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,145.56463103820187,0.003590266048070154,0.00048765023000123616,0.1,115.1617384464482,0484,20375928832,4.129408690046399e-06,12847.435004474748,16384,0.0004916589078766264,3.1401261082254597,12827.337352794015,2,3.5,20375928832,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0013573817123741334,16.346849305031355,False,128,0.0013677118510123252,0.0005134442350008612,16384,saxony,145.7727927336311,True,128,False,0.31845854769352483,3.6549100919729438e-06,4,0.0030714394015962654,meta-llama/Llama-3.2-3B,0.00307316690297732,100.0,Germany,1002.2726517064796,R6_Medium_Scale_Language_Model_Serving,12870114304,0,32,1.5933704007964973e-05,,0.9649715423583984,False,greedy,152.13594107154057,9.773786432029808e-10,4.059633067503022e-06,100.0,2664161280,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,4.089752158442609e-06,0.00356891556301239,0.003563149264665004,True,4086.712326257839,0.928919792175293,False,0,0.00307316690297732,0.0019859165082798426,4 x NVIDIA A100-PCIE-40GB,0.00356873194568743,1.0
128,DistributedType.MULTI_GPU,128,NA,10940985104.312773,NA,False,7.405355189811252,0.0007851459058958454,12870114304,NA,0.0,0,0,0.0,112.5,NA,1.0,NO_SHARD,4811.137370812676,NA,False,52638582308864,0.9292817115783691,0485,NA,0.0,,4811.137370812676,"April 25, 2025 at 11:54:35 AM",62.879976123085406,1,112.5,0.0013364270474479655,NA,False,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.0013364270474479655,NA,0,NA,0485,18551406592,NA,NA,16384,NA,0.29364852116776585,NA,2,1.1,18551406592,pure_generative,128,NA,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0005091118837253025,17.284788739925716,False,128,NA,0.00054685519506711,16384,saxony,NA,False,128,False,3.405431759108655,4.425946485010555e-06,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,947.8854642958403,A4_Latency_Ignorance_Exploit,12870114304,0,32,4.425946485010555e-06,,NA,False,greedy,62.879976123085406,9.139944808130805e-11,NA,0.0,2665062400,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,4321.197184981429,0.9292817115783691,False,0,0.0007851459058958454,0.00054685519506711,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,NA,3794176969.288399,NA,True,7.977680193963822,0.0028999787088697104,3194348544,NA,0.0,0,0,0.0,112.5,0.0007337813306369899,1.0,NO_SHARD,13873.517955261957,NA,False,52638582308864,0.8179399967193604,0486,6934.2769137502655,0.0,,6939.241041511692,"April 25, 2025 at 11:55:53 AM",53.331354813369174,2,112.5,0.003853754987572766,0.8392767906188966,True,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,50.461161538897144,0.00192756695597547,NA,0,NA,0486,34565259264,NA,NA,16384,0.0004735232800394442,0.8467723361365941,NA,2,1.9,34565259264,pure_generative,128,112.5,1803463680,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0007343066318788553,16.044764503953047,False,128,NA,0.0004734911653158634,16384,saxony,NA,False,128,False,1.1809549713946825,3.2907411442606535e-06,2,NA,meta-llama/Llama-3.2-3B,0.0014491936593543642,0.0,Germany,1021.1430648273692,A2_Precision_Minimalist,3194348544,0,128,6.761833347748027e-06,,NA,False,greedy,56.201548087841196,2.635617706012144e-10,NA,100.0,2285195264,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,3.4710922034873737e-06,0.0019261880315972959,NA,True,16044.764503953047,0.7966032028198242,False,0,0.0014507850495153463,0.0009470144453553077,4 x NVIDIA A100-PCIE-40GB,NA,1.0
128,DistributedType.MULTI_GPU,128,112.5,1369774514.7129745,0.00034864445259518106,False,9.876844504690245,0.009335294968224161,12870114304,0.9642176628112793,100.0,0,0,21.0,112.5,0.0010007335208181455,1.0,NO_SHARD,38428.64773980263,0.00235741549704116,False,52638582308864,0.9567797183990479,0487,9570.206372719429,0.0,,9704.86874745309,"April 25, 2025 at 11:56:53 AM",377.9020179739215,4,112.5,0.010674624372167398,0.9639701843261719,False,0.0010269638192617373,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,781.9810679896974,0.002695796874292525,0.00033358642121856976,0,729.6270039059884,0487,13509853184,2.7386930516722837e-06,9456.990877924463,16384,0.00031110492865991544,2.345498519275063,9696.581741705651,2,3.3,13509853184,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0010260868929174356,12.959604653005954,False,128,0.0010127139215798519,0.0003359473451600934,16384,saxony,0.0,False,128,False,0.4263485957386474,2.43403209127191e-06,4,0.0022755587648877196,meta-llama/Llama-3.2-3B,0.0023449052092541223,100.0,Germany,1264.2360966003514,A1_Max_Throughput_Exploit,12870114304,0,256,1.0046256309475932e-05,,0.9718136787414551,False,greedy,0.0,7.300471641564612e-10,2.4930099918396752e-06,100.0,2662486016,pytorch,text_generation,torch.float16,False,52638582308864,AMD EPYC 7742 64-Core Processor,2.380521174692064e-06,0.0026583906590887303,0.0026934949282515696,True,12959.604653005954,0.9271173477172852,False,0,0.00235741549704116,0.0013292831476337595,4 x NVIDIA A100-PCIE-40GB,0.002626941910534573,1.0
128,DistributedType.MULTI_GPU,128,112.5,43680063.90042101,0.015865672231522708,,0.23115103968011094,0.27029415901293063,25722925568,0.7254495620727539,100.0,0.4,0,0.0,112.5,0.03199894198298224,1.0,NO_SHARD,1205093.9858711297,0.06743608811549429,,52638582308864,0.7109770774841309,0488,302041.559678923,4.0,,302391.89168850525,"April 25, 2025 at 12:07:00 PM",373.46805907670307,4,112.5,0.3347483294086471,0.7094106674194336,False,0.03180248089302035,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",112.5,421.67270379013,0.08399774769125146,0.015945749120690376,0.5,232.49253917868361,0488,38040240128,0.0001005421022489059,300125.21171889175,16384,0.01612569598966,73.55309972357969,300535.32278480974,2,3.5,38040240128,pure_generative,128,112.5,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.03175908316786439,553.7504835675354,False,128,0.03196187004435714,0.01612164500106336,16384,saxony,375.40093539888016,True,128,True,0.013595620086143283,9.566318810275421e-05,4,0.06740190003258739,meta-llama/Llama-3.2-3B,0.06767573136276361,100.0,Germany,29.5873330790542,R7_anti_platonic_ideal,25722925568,8,1,0.0003954080527801437,,0.7258529663085938,False,greedy,464.3060579391184,2.2893739402024124e-08,0.00010019687070694467,100.0,1959522304,pytorch,text_generation,torch.float32,False,52638582308864,AMD EPYC 7742 64-Core Processor,9.90058917215389e-05,0.08390043324414527,0.08348203410689159,True,4326.17565287137,0.6831951141357423,False,0,0.06778043950208534,0.06405876234293645,4 x NVIDIA A100-PCIE-40GB,0.08336811436635881,0.8
128,DistributedType.MULTI_GPU,128,NA,1452628255.897692,NA,False,1.0648046534075915,0.00631307893934796,25722925568,NA,0.0,0.01,0,0.0,112.5,NA,1.0,NO_SHARD,36236.78810814163,NA,False,52638582308864,0.688601016998291,0489,NA,0.0,0.9,36236.78810814163,"April 25, 2025 at 12:09:42 PM",37.76692243490865,1,112.5,0.010065774474483785,NA,False,NA,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,0.010065774474483785,NA,0.05,NA,0489,35271999488,NA,NA,16384,NA,2.211718024178566,NA,2,1.1,35271999488,pure_generative,128,NA,3212749824,Unknown (no config attribute),Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.003834556786054598,120.20984280109406,False,128,NA,0.0037308296632782008,16384,saxony,NA,True,128,False,0.45213720242271876,2.1865871857630804e-05,1,NA,meta-llama/Llama-3.2-3B,NA,0.0,Germany,136.2949956361717,R2_Low_Latency_Chatbot_Deployment,25722925568,0,4,2.1865871857630804e-05,,NA,False,top_p,37.76692243490865,6.884073719067389e-10,NA,0.0,1975029760,pytorch,text_generation,torch.float32,False,52638582308864,AMD EPYC 7742 64-Core Processor,NA,NA,NA,True,3756.557587534189,0.688601016998291,False,0,0.00631307893934796,0.0037308296632782008,4 x NVIDIA A100-PCIE-40GB,NA,1.0
