setup_experiment_id,global_energy_metrics_global_derived_quantities_joules_per_token,global_energy_metrics_local_process_results_cpu_power_process_0,compute_metrics_compute_utilisation_cpu_usage_percent,global_energy_metrics_per-process_emissions_1,global_energy_metrics_local_process_results_total_energy_kwh_process_2,variables_latency_simulation_simulate,global_energy_metrics_local_process_results_cpu_power_process_2,global_energy_metrics_local_process_results_gpu_power_process_0,compute_metrics_memory_gpu_max_memory_reserved_bytes,variables_decoder_config_decoder_temperature,global_energy_metrics_local_process_results_gpu_power_process_2,global_energy_metrics_local_process_results_cpu_power_process_3,variables_quantisation_load_in_8bit,compute_metrics_memory_gpu_max_memory_allocated_bytes,global_energy_metrics_local_process_results_ram_power_process_3,global_energy_metrics_global_experiment_results_gpu_energy_total,global_energy_metrics_local_process_results_cpu_energy_process_1,variables_query_rate,global_energy_metrics_local_process_results_total_energy_kwh_process_3,global_energy_metrics_global_derived_quantities_flops_per_joule,inference_metrics_raw_inference_metrics_number_input_prompts,variables_accelerate_config_num_processes,global_energy_metrics_local_process_results_gpu_energy_process_1,variables_sharding_config_fsdp_config_cpu_offload,variables_max_input_tokens,global_energy_metrics_local_process_results_cpu_power_process_1,setup_cycle_id,variables_batching_options_adaptive_batching,compute_metrics_compute_utilisation_gpu_utilization_percent_2,global_energy_metrics_local_process_results_ram_energy_process_2,variables_latency_simulation_burst_size,global_energy_metrics_local_process_results_total_energy_joules_process_0,inference_metrics_inference_performance_throughput_tokens_per_sec,variables_inference_type,variables_latency_simulation_delay_max,inference_metrics_raw_inference_metrics_total_generated_tokens,variables_decode_token_to_text,variables_config_name,model_architecture_total_params,setup_available_cpu_count,setup_country,global_energy_metrics_local_process_results_total_energy_kwh_process_1,variables_latency_simulation_burst_interval,variables_decoder_config_decoding_mode,compute_metrics_compute_utilisation_gpu_utilization_percent_1,global_energy_metrics_per-process_emissions_2,variables_batching_options_adaptive_max_tokens,global_energy_metrics_local_process_results_cpu_energy_process_2,global_energy_metrics_local_process_results_gpu_energy_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_0,global_energy_metrics_global_experiment_results_ram_energy_total,variables_backend,setup_cpu_model,global_energy_metrics_local_process_results_ram_energy_process_0,variables_sharding_config_fsdp_config_use_orig_params,variables_latency_simulation_simulate_burst,global_energy_metrics_local_process_results_total_energy_joules_process_1,global_energy_metrics_local_process_results_ram_power_process_1,variables_latency_simulation_delay_min,variables_max_output_tokens,inference_metrics_inference_performance_total_inference_time_sec,compute_metrics_memory_gpu_current_memory_reserved_bytes,global_energy_metrics_global_experiment_results_total_energy_joules,setup_gpu_model,compute_metrics_compute_utilisation_gpu_utilization_percent_3,variables_sharding_config_sharding_strategy,variables_batching_options_max_batch_size___adaptive_batching,global_energy_metrics_local_process_results_ram_energy_process_3,variables_batching_options_batch_size___fixed_batching,global_energy_metrics_local_process_results_gpu_power_process_1,global_energy_metrics_global_derived_quantities_tokens_per_joule,variables_decoder_config_decoder_top_p,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,global_energy_metrics_local_process_results_ram_power_process_0,setup_available_gpu_count,variables_quantisation_cached_flops_for_quantised_models,setup_python_version,global_energy_metrics_per-process_emissions_3,compute_metrics_flops,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_local_process_results_total_energy_joules_process_3,global_energy_metrics_global_derived_quantities_joules_per_flop,setup_region,global_energy_metrics_local_process_results_cpu_energy_process_0,global_energy_metrics_local_process_results_ram_power_process_2,global_energy_metrics_local_process_results_cpu_energy_process_3,setup_os,variables_number_input_prompts,global_energy_metrics_global_experiment_results_ram_power_avg,inference_metrics_inference_performance_throughput_queries_per_sec,global_energy_metrics_global_experiment_results_cpu_energy_total,inference_metrics_raw_inference_metrics_total_input_tokens,global_energy_metrics_global_experiment_results_gpu_power_avg,setup_task_type,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_local_process_results_ram_energy_process_1,setup_model,global_energy_metrics_local_process_results_total_energy_joules_process_2,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_experiment_id,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_gpu_power_process_3,variables_fp_precision,global_energy_metrics_local_process_results_total_energy_kwh_process_0,variables_quantisation_quantization,variables_accelerate_config_distributed_type,setup_date_time,global_energy_metrics_per-process_emissions_0,global_energy_metrics_local_process_results_gpu_energy_process_0,global_energy_metrics_global_experiment_results_total_energy_kwh,compute_metrics_memory_gpu_current_memory_allocated_bytes,model_architecture_architecture,variables_quantisation_load_in_4bit,setup_is_encoder_decoder
0084,10.32692242335724,112.5,96.2,0.00444681785189899,0.01186653828585609,False,112.5,460.4872687837599,27216838656,1.0,462.7466319099572,112.5,,25723745792,0.7238302230834961,0.04188531406378182,0.0012577449863729268,1.0,0.011683360672545417,311109541.08973837,128,4,0.01040853638237671,False,128,112.5,1,False,100.0,6.881577162772605e-06,0,42393.96939177327,399.7513444845317,pure_generative,0,16384,True,decoding_top_k_topk_500_temp_1.0,3212749824,128,Germany,0.011672969817296206,0.0,top_k,100.0,0.004520557759996878,0,0.0012927446440589847,0.010415409998989489,19.0,2.6758907429658274e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.539349483942372e-06,False,False,42022.69134226634,0.7241435050964357,0,128,40.985478162998334,27216838656,169196.29698428503,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.649532236369325e-06,16,1029.320070911973,0.09683427056043518,,1977647104,0.6888899803161621,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004450776248206177,52638582308864,5123.184770374792,42060.0984211635,3.214301935251654e-09,saxony,0.0012751076415606802,0.7236428260803223,0.001261301141319564,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.715126633644104,3.123057378785404,0.005086898413312156,16384,722.6991505297365,text_generation,0.010566912064634337,6.688448546573973e-06,meta-llama/Llama-3.2-3B,42719.53782908192,112.5,0084,500,938.2426305132557,torch.float32,0.011776102608825908,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:25:02 AM",0.00448610628883223,0.010494455617781284,0.04699897138452362,25723745792,Unknown (no config attribute),,False
0085,10.471044275859743,112.5,96.7,0.004548506553767444,0.011918014848158172,True,112.5,2000.236916740675,27206352896,1.0,1228.960567392043,112.5,,25723745792,0.7290072441101074,0.04229491494701598,0.0013271105495678056,1.0,0.01193990432804159,306827476.9314933,128,4,0.01054180398899085,False,128,112.5,1,False,100.0,7.483510490796886e-06,0,42915.014700178996,382.5741996605966,pure_generative,0.5,16384,True,latency_const_0.4_0.5,3212749824,128,Germany,0.01187612935588553,0.0,,100.0,0.004524211478124593,0,0.0013349303771919953,0.010595843476666644,0.0,2.8907762901826442e-05,pytorch,AMD EPYC 7742 64-Core Processor,7.0066654333407915e-06,False,False,42754.06568118791,0.7292704582214355,0.4,128,42.82567934412509,27206352896,171557.58941568603,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,7.202769650813299e-06,16,1004.0849337144186,0.09550145846536336,,1970757632,0.6860160827636719,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004540167756405856,52638582308864,5353.2099180156365,42983.65558094972,3.2591605223911364e-09,saxony,0.00133216423039994,0.7291402816772461,0.0013368580817241314,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7183585166931152,2.988860934848411,0.005331063238883872,16384,1200.8037157342685,text_generation,0.010575600960475384,7.214817326875466e-06,meta-llama/Llama-3.2-3B,42904.85345336942,112.5,0085,,569.9324450899375,torch.float32,0.011920837416716387,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:26:38 AM",0.004541243013898108,0.010581666520883104,0.04765488594880168,25723745792,Unknown (no config attribute),,False
0086,10.42660344388991,112.5,97.1,0.004472854484819448,0.011741316405878586,False,112.5,835.0470941675596,27174895616,1.0,970.8889768016953,112.5,,25723745792,0.7265067100524902,0.04229546189189559,0.0012875598343489402,1.0,0.011871256714892116,308135253.56454736,128,4,0.010638164066079092,False,128,112.5,1,False,100.0,6.571228410978785e-06,0,42867.15166297691,399.48483128615095,pure_generative,0,16384,True,decoding_top_p_topp_0.5_temp_1.0,3212749824,128,Germany,0.011932515535261347,0.0,top_p,100.0,0.00454569179315781,0,0.0012576367957881304,0.010589236249159306,27.0,2.6899993139151593e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.608768539146053e-06,False,False,42957.05592694085,0.7196431159973145,0,128,41.012821306008846,27174895616,170829.47082469228,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.928361355704671e-06,16,464.5670228560088,0.09590850993628319,0.5,1981423616,0.6905479431152344,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004536178173891959,52638582308864,5126.602663251106,42736.524173611615,3.2453281097565898e-09,saxony,0.0013099801650878363,0.7089099884033203,0.001275092104377109,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7114019393920898,3.1209752444230543,0.005130268899602016,16384,740.1059705315254,text_generation,0.010477108381679479,6.791634833322085e-06,meta-llama/Llama-3.2-3B,42268.73906116291,112.5,0086,,689.9207883008374,torch.float32,0.011907542128604696,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:28:12 AM",0.004522355245538152,0.010590953194977715,0.04745263078463675,25723745792,Unknown (no config attribute),,False
0087,15.616015749386301,112.5,97.5,0.006835548316486885,0.017977810736284638,False,112.5,531.196916853139,26774339584,1.0,496.4253013970584,112.5,,25723745792,0.7159767150878906,0.06255354198723495,0.0021065359468466346,1.0,0.017567901089425964,205737759.71801648,128,4,0.01546310792603034,False,128,112.5,1,False,100.0,1.1594429058734433e-05,0,64596.335317896795,236.5104104741594,pure_generative,0,16384,True,batching_8,3212749824,128,Germany,0.017581084485413942,0.0,,100.0,0.0068486469999876325,0,0.0021478583747721134,0.015480750440146629,27.0,4.527371398902967e-05,pytorch,AMD EPYC 7742 64-Core Processor,1.0986615805355577e-05,False,False,63291.90414749019,0.7206573486328125,0,128,69.27390624012332,26774339584,255852.80203794516,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,1.1252056587961068e-05,8,0.0,0.0640368206621013,,1969815552,0.6866383552551271,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.006697514134718441,52638582308864,4329.619140007708,63244.44392193347,4.8605564742738365e-09,saxony,0.002141114172784,0.7220306396484375,0.0020758985926913735,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7113257646560669,1.8477375818293704,0.00847140708709412,16384,454.11318005342383,text_generation,0.015818357932453786,1.1440612536978592e-05,meta-llama/Llama-3.2-3B,64720.118650624696,112.5,0087,,788.830501963498,torch.float32,0.017943426477193554,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:30:07 AM",0.006692491920016821,0.015791325688604196,0.0710702227883181,25723745792,Unknown (no config attribute),,False
0088,6.143468840034798,112.5,97.5,0.003559923022158653,0.00934485633851858,False,112.5,0.0,27206352896,1.0,519.3671317203468,NA,,25723745792,NA,0.02428787970806301,0.001218379689871654,1.0,NA,522962544.3956516,128,3,0.008105067317381476,False,128,112.5,1,False,100.0,6.558682200889138e-06,0,33425.24195456835,420.10984973387804,pure_generative,0,16384,True,num_processes_3,3212749824,128,Germany,0.009329963528304137,0.0,,100.0,0.003554249606107461,0,0.0012222683857235097,NA,0.0,1.9444666021260636e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.369462769363365e-06,False,False,33587.86870189489,0.7228660583496094,0,128,38.99932365398854,27206352896,100654.59347513012,4 x NVIDIA A100-PCIE-40GB,0.0,NO_SHARD,0,NA,16,667.4796826915252,0.16277448881702733,,1969606656,0.6856112480163575,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,52638582308864,4874.9154567485675,NA,1.912182833582517e-09,saxony,0.0012116368489678282,0.7230076789855957,NA,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7104949951171875,3.282108201045922,0.0036522849245629917,16384,395.6156048039573,text_generation,0.008116029270594183,6.516521051008133e-06,meta-llama/Llama-3.2-3B,33641.48281866689,112.5,0088,,NA,torch.float32,0.009284789431824543,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:31:36 AM",0.0035370405340535596,0.00806678312008735,0.02795960929864726,25723745792,Unknown (no config attribute),,False
0089,10.20704249833372,112.5,97.0,0.004420614998902831,0.011571604016729041,False,112.5,932.9026554850766,27206352896,0.2,1042.1653349973512,112.5,,25723745792,0.7248287200927734,0.04149010208094506,0.0012462855047760965,1.0,0.011604186898288045,314763468.11767304,128,4,0.010420689447657061,False,128,112.5,1,False,100.0,6.560601452934463e-06,0,41774.73130463778,413.44638788266457,pure_generative,0,16384,True,decoding_top_k_topk_200_temp_0.2,3212749824,128,Germany,0.011673501581666768,0.0,top_k,100.0,0.004447020427535956,0,0.0012274840341233361,0.010365926626067612,0.0,2.5769555722424946e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.205518154038284e-06,False,False,42024.60569400036,0.7082161903381348,0,128,39.62787069904152,27206352896,167232.18429269968,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.47680688184113e-06,16,419.9041279500687,0.09797157209478143,,1976246272,0.6889071464538574,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004420578858472712,52638582308864,4953.48383738019,41775.072833836966,3.1769887591470875e-09,saxony,0.0012319598848444001,0.7327322959899902,0.0012317834653385949,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.713671088218689,3.230049905333317,0.004937512889082428,16384,835.2065024971329,text_generation,0.010337559381152772,6.526629233611069e-06,meta-llama/Llama-3.2-3B,41657.77446022455,112.5,0089,200,945.8538915560347,torch.float32,0.01160409202906605,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:33:07 AM",0.004408202550172928,0.010365926626067612,0.0464533845257499,25723745792,Unknown (no config attribute),,False
0090,10.373257734303316,112.5,97.1,0.004523030550749165,0.011791992205697871,True,112.5,639.7391600779176,27206352896,1.0,832.6910110735627,112.5,,25723745792,0.7071976661682129,0.041963383570677415,0.001317306182882021,1.0,0.011693515377265984,309719875.6930122,128,4,0.01054865010557915,False,128,112.5,1,False,100.0,7.153757361099215e-06,20,42664.72157241448,387.56852041373884,pure_generative,0.4,16384,True,latency_burst_0.2_0.4_2.0_20,3212749824,128,Germany,0.011873029402150322,2.0,,100.0,0.004454644682969477,0,0.0013018833953137804,0.010396730539599552,27.0,2.760342419318781e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.626725666474036e-06,False,True,42742.90584774116,0.7232451438903809,0.2,128,42.273815175984055,27206352896,169955.45471882552,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.749827476467292e-06,16,572.087722587025,0.09640173083650481,,1971294208,0.6859173774719238,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004514757134169804,52638582308864,5284.226896998007,42096.65535815754,3.2287240131504475e-09,saxony,0.0013096369497507115,0.7232322692871094,0.0012900350101899675,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7098981142044067,3.0278790657323347,0.00521886153813648,16384,767.4187860248821,text_generation,0.010482955053022991,7.073113689147264e-06,meta-llama/Llama-3.2-3B,42451.17194051234,112.5,0090,,1025.1572503610237,torch.float32,0.01185131154789291,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:34:41 AM",0.004492159430760604,0.010535047872475722,0.04720984853300709,25723745792,Unknown (no config attribute),,False
0091,10.355046495459685,112.5,97.7,0.004485311914377701,0.011774017362849982,False,112.5,1336.5970275567627,27174895616,1.2,874.240443684947,112.5,,25723745792,0.7102675437927246,0.04209432728654239,0.0012505933724660282,1.0,0.011824480242834506,310264574.6118763,128,4,0.010519507026709007,False,128,112.5,1,False,100.0,6.7900555050759605e-06,0,42305.92828953923,408.9466180662897,pure_generative,0,16384,True,decoding_top_p_topp_0.9_temp_1.2,3212749824,128,Germany,0.011776822808780023,0.0,top_p,100.0,0.00448638064900475,0,0.0012496527821822384,0.01055817400208614,28.0,2.644552571440372e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.304241508639112e-06,False,False,42396.56211160808,0.7275166511535645,0,128,40.06390877487138,27174895616,169657.0817816115,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.628819095698842e-06,16,943.3017820408896,0.09657127087149864,0.9,1980567552,0.6902360916137695,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.0044767898283055475,52638582308864,5007.988596858922,42568.12887420422,3.223055681593505e-09,saxony,0.0012462707730010155,0.7325420379638672,0.0012596774216526684,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7151405811309814,3.1948954536428884,0.0050061943493019505,16384,934.7962568352177,text_generation,0.010517574525162665,6.722409604989805e-06,meta-llama/Llama-3.2-3B,42386.46250625994,112.5,0091,,585.0457740582721,torch.float32,0.011751646747094231,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:36:13 AM",0.004504535748507805,0.010499071732584575,0.047126967161558744,25723745792,Unknown (no config attribute),,False
0092,10.405407792524976,112.5,96.7,0.004521450698786888,0.011868882264829737,False,112.5,618.7246891584792,27174895616,1.2,0.0,112.5,,25723745792,0.7260560989379883,0.04224189851571847,0.001250644866648145,1.0,0.011931921744073098,308762920.2103939,128,4,0.010425488618163392,False,128,112.5,1,False,100.0,7.064240065382082e-06,0,42740.770012955254,399.9162657744876,pure_generative,0,16384,True,decoding_top_p_topp_0.3_temp_1.2,3212749824,128,Germany,0.011682926896589927,0.0,top_p,100.0,0.0045454655884046465,0,0.0012740062211887562,0.010637809065798365,28.0,2.7251786587686032e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.5550410941033026e-06,False,False,42058.536827723736,0.7266354560852051,0,128,40.96857617999194,27174895616,170482.2012727292,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.8390936498095064e-06,16,999.6649048689601,0.09610387405656305,0.3,1982062592,0.690739631652832,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004450611001255933,52638582308864,5121.072022498993,42954.91827866315,3.23873086612405e-09,saxony,0.001275092045434576,0.7321114540100098,0.0012872735846249273,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7188856601715088,3.1243458263631845,0.005087016717896404,16384,525.8011944680152,text_generation,0.010587811803575597,6.79341177839114e-06,meta-llama/Llama-3.2-3B,42727.976153387055,112.5,0092,,484.8151838446212,torch.float32,0.011872436114709792,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:37:45 AM",0.004522804537898695,0.010590789028181113,0.04735616702020255,25723745792,Unknown (no config attribute),,False
0093,10.265334409215413,112.5,96.6,0.004458102856293942,0.011702593138978716,False,112.5,805.6936663751724,27206352896,0.2,556.9316202424934,112.5,,25723745792,0.7240433692932129,0.04171978587580316,0.0012358475233486387,1.0,0.011690627117228425,312976077.34199053,128,4,0.010386292197916092,False,128,112.5,1,False,100.0,6.557100834424773e-06,0,42109.17722306692,409.0655465567281,pure_generative,0,16384,True,decoding_top_k_topk_500_temp_0.2,3212749824,128,Germany,0.011628463559770192,0.0,top_k,100.0,0.004455969739757596,0,0.0012470871234363584,0.010438316683980986,0.0,2.5941854657913184e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.306091564332976e-06,False,False,41862.468815172695,0.7085137367248535,0,128,40.052260910044424,27206352896,168187.23896058532,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.754823753692998e-06,16,1040.4653622598837,0.09741523852377165,,1973313536,0.6873607635498047,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004453544400308169,52638582308864,5006.532613755553,42086.25762202233,3.195132383576061e-09,saxony,0.0012444595023116565,0.7252020835876465,0.0012455556094937495,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7112799882888794,3.1958245824744385,0.004972949758590403,16384,1669.1743408747502,text_generation,0.010448948914707934,6.323838505462437e-06,meta-llama/Llama-3.2-3B,42129.33530032338,112.5,0093,500,4273.606714621452,torch.float32,0.011696993673074146,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:39:17 AM",0.0044298631930944545,0.01044622807919815,0.04671867748905148,25723745792,Unknown (no config attribute),,False
0094,10.342196588977771,112.5,96.9,0.004467028393400275,0.011809955916572539,False,112.5,1058.358627323759,27174895616,0.6,679.2861713533538,112.5,,25723745792,0.7259573936462402,0.0420308166801826,0.0012650789365343368,1.0,0.01169334777443032,310650070.16246974,128,4,0.01056720345375517,False,128,112.5,1,False,100.0,6.8545055011855745e-06,0,42213.68215314605,408.05644825162096,pure_generative,0,16384,True,decoding_top_p_topp_0.9_temp_0.6,3212749824,128,Germany,0.011839159298070955,0.0,top_p,100.0,0.004510127734600131,0,0.001259523253993393,0.010446371968202861,9.0,2.700637321513935e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.418750762901126e-06,False,False,42620.97347305544,0.7319283485412599,0,128,40.15130766882794,27174895616,169446.5489138118,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.856209169609561e-06,16,617.9065507973579,0.0966912581284476,0.9,1981128704,0.6905050277709961,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004499002706418309,52638582308864,5018.9134586034925,42096.051987949155,3.219056089306533e-09,saxony,0.0012459409684088317,0.7334518432617188,0.0012401195970578559,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7204606533050537,3.187941001965789,0.005010662755994417,16384,926.6622481590739,text_generation,0.01054357815707796,6.87690778144309e-06,meta-llama/Llama-3.2-3B,42515.84129966114,112.5,0094,,1351.0976431618249,torch.float32,0.011726022820318347,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:40:50 AM",0.004454580834669231,0.010473663101146613,0.04706848580939216,25723745792,Unknown (no config attribute),,False
0095,10.3886980164091,112.5,97.0,0.0044903329774148085,0.011820173489327162,False,112.5,838.1898265141094,27174895616,1.0,801.2838137855244,112.5,,25723745792,0.7260832786560059,0.042219218775355394,0.0012671242165706647,1.0,0.01178719773569972,309259552.1522841,128,4,0.010589715416212009,False,128,112.5,1,False,100.0,6.759773476525818e-06,0,42512.724930412944,405.60079546256884,pure_generative,0,16384,True,decoding_top_p_topp_0.9_temp_1.0,3212749824,128,Germany,0.011863657488982493,0.0,top_p,100.0,0.004502895090759182,0,0.0012576527712481042,0.010526782588089034,11.0,2.6578886808708957e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.3057990226178935e-06,False,False,42709.166960336974,0.732088565826416,0,128,40.39439809607575,27174895616,170208.4283008467,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.695458109746468e-06,16,678.678801481214,0.09625845302467022,0.9,1960706048,0.6826558113098145,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004519460320427881,52638582308864,5049.299762009468,42433.91184851899,3.233529871722717e-09,saxony,0.0012558246329735993,0.7263121604919435,0.0012537196895009402,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7167849540710449,3.168756214551319,0.005034321310293308,16384,799.9841838766162,text_generation,0.010555760944602532,6.817856199818781e-06,meta-llama/Llama-3.2-3B,42552.62456157778,112.5,0095,,881.7842937256164,torch.float32,0.01180909025844804,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:42:22 AM",0.004498672933955781,0.010546959826451818,0.047280118972457416,25723745792,Unknown (no config attribute),,False
0096,10.219559847269139,112.5,96.8,0.00441169891368745,0.011647607513783142,False,112.5,952.206049038187,27206352896,0.6,852.6754407629537,112.5,,25723745792,0.7222294807434082,0.04154683573744311,0.001226244278215745,1.0,0.01168231177072959,314377932.5152171,128,4,0.010347998833948324,False,128,112.5,1,False,100.0,6.581325624517368e-06,0,41758.7438114697,414.6349599195967,pure_generative,0,16384,True,decoding_top_k_topk_1_temp_0.6,3212749824,128,Germany,0.011580782028317234,0.0,top_k,100.0,0.004437156082375688,0,0.001238288421531252,0.010432318901403725,24.0,2.5897184501269e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.206554863764878e-06,False,False,41690.81530194204,0.7231006622314453,0,128,39.51427540788427,27206352896,167437.26853765757,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.570387859820878e-06,16,1023.5512217151288,0.0978515723715067,,1974067200,0.6873493194580078,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004450376669059438,52638582308864,4939.284425985534,42056.32237462653,3.1808848413735147e-09,saxony,0.0012296642684141263,0.7303190231323243,0.0012434224814660412,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7157496213912964,3.2393356243718494,0.004937619449627164,16384,929.0754359979555,text_generation,0.010402737766627368,6.538916153165873e-06,meta-llama/Llama-3.2-3B,41931.38704961931,112.5,0096,1,887.8690324755527,torch.float32,0.011599651058741584,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:43:55 AM",0.004418887070827607,0.010363780235463693,0.046510352371571556,25723745792,Unknown (no config attribute),,False
0097,10.292574157707111,112.5,96.6,0.004423247777909694,0.011609304218941916,False,112.5,1048.8572852327209,27206352896,0.4,844.1465891527566,112.5,,25723745792,0.7249574661254883,0.04175804340640532,0.0012783374489081325,1.0,0.011812680709779932,312147772.43982667,128,4,0.010524677308623609,False,128,112.5,1,False,100.0,6.592293386035885e-06,0,41799.9527509513,408.3942678922758,pure_generative,0,16384,True,decoding_top_k_topk_400_temp_0.4,3212749824,128,Germany,0.011809565695978717,0.0,top_k,100.0,0.004422564442205923,0,0.0012495803097244793,0.010524677308623609,0.0,2.6054312998616322e-05,pytorch,AMD EPYC 7742 64-Core Processor,6.133749639347796e-06,False,False,42514.43650552338,0.7085366249084473,0,128,40.1180949099944,27206352896,168633.5349998733,4 x NVIDIA A100-PCIE-40GB,100.0,NO_SHARD,0,6.777331526260573e-06,16,579.1189796306513,0.09715742482663552,,1956716544,0.6821107864379883,4,52638582308864,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.004500040716390665,52638582308864,5014.7618637493,42525.65055520776,3.203610880140982e-09,saxony,0.0012494070634093077,0.7251362800598145,0.0012812260696300655,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,128,0.7101852893829346,3.190580217908405,0.005058550891671985,16384,774.0302842784521,text_generation,0.010353131615831401,6.550938446972068e-06,meta-llama/Llama-3.2-3B,41793.4951881909,112.5,0097,400,623.9982830976793,torch.float32,0.01161109798637536,,DistributedType.MULTI_GPU,"April 24, 2025 at 09:45:27 AM",0.0044988540518830925,0.010355557173326702,0.04684264861107593,25723745792,Unknown (no config attribute),,False
